timestamp,weather_icon,wind_speed,humidity,temperature,location
2005-03-28T07:00:00+07:00,rain,14.4 km/h,94%,21.5°,Hà Nội
2005-03-29T07:00:00+07:00,cloudy,18.0 km/h,93%,23.2°,Hà Nội
2005-03-30T07:00:00+07:00,rain,21.6 km/h,91%,23.9°,Hà Nội
2005-03-31T07:00:00+07:00,rain,18.0 km/h,97%,22.2°,Hà Nội
2005-04-01T07:00:00+07:00,rain,18.0 km/h,97%,20.2°,Hà Nội
2005-04-02T07:00:00+07:00,rain,18.0 km/h,85%,20.8°,Hà Nội
2005-04-03T07:00:00+07:00,cloudy,14.4 km/h,86%,21.3°,Hà Nội
2005-04-04T07:00:00+07:00,cloudy,21.6 km/h,92%,19.1°,Hà Nội
2005-04-05T07:00:00+07:00,rain,18.0 km/h,87%,18.8°,Hà Nội
2005-04-06T07:00:00+07:00,partly-cloudy-day,18.0 km/h,86%,20.8°,Hà Nội
2005-04-07T07:00:00+07:00,partly-cloudy-day,21.6 km/h,87%,23.3°,Hà Nội
2005-04-08T07:00:00+07:00,partly-cloudy-day,28.8 km/h,89%,24.5°,Hà Nội
2005-04-09T07:00:00+07:00,partly-cloudy-day,21.6 km/h,87%,25.9°,Hà Nội
2005-04-10T07:00:00+07:00,partly-cloudy-day,21.6 km/h,87%,25.9°,Hà Nội
2005-04-11T07:00:00+07:00,cloudy,18.0 km/h,95%,24.5°,Hà Nội
2005-04-12T07:00:00+07:00,rain,32.4 km/h,83%,21.1°,Hà Nội
2005-04-13T07:00:00+07:00,rain,14.4 km/h,68%,20.1°,Hà Nội
2005-04-14T07:00:00+07:00,partly-cloudy-day,10.8 km/h,79%,20.4°,Hà Nội
2005-04-15T07:00:00+07:00,partly-cloudy-day,7.2 km/h,84%,20.4°,Hà Nội
2005-04-16T07:00:00+07:00,cloudy,10.8 km/h,91%,21.5°,Hà Nội
2005-04-17T07:00:00+07:00,cloudy,10.8 km/h,94%,22.5°,Hà Nội
2005-04-18T07:00:00+07:00,rain,18.0 km/h,92%,23.8°,Hà Nội
2005-04-19T07:00:00+07:00,cloudy,21.6 km/h,91%,25.1°,Hà Nội
2005-04-20T07:00:00+07:00,partly-cloudy-day,14.4 km/h,81%,26.2°,Hà Nội
2005-04-21T07:00:00+07:00,partly-cloudy-day,25.2 km/h,83%,26.1°,Hà Nội
2005-04-22T07:00:00+07:00,partly-cloudy-day,25.2 km/h,83%,26.1°,Hà Nội
2005-04-23T07:00:00+07:00,partly-cloudy-day,21.6 km/h,78%,27.5°,Hà Nội
2005-04-24T07:00:00+07:00,rain,25.2 km/h,82%,26.8°,Hà Nội
2005-04-25T07:00:00+07:00,partly-cloudy-day,28.8 km/h,80%,27.0°,Hà Nội
2005-04-26T07:00:00+07:00,rain,21.6 km/h,80%,24.8°,Hà Nội
2005-04-27T07:00:00+07:00,partly-cloudy-day,21.6 km/h,83%,25.6°,Hà Nội
2005-04-28T07:00:00+07:00,rain,25.2 km/h,81%,26.9°,Hà Nội
2005-04-29T07:00:00+07:00,partly-cloudy-day,25.2 km/h,74%,29.2°,Hà Nội
2005-04-30T07:00:00+07:00,clear-day,25.2 km/h,72%,29.7°,Hà Nội
2005-05-01T07:00:00+07:00,partly-cloudy-day,18.0 km/h,71%,30.2°,Hà Nội
2005-05-02T07:00:00+07:00,rain,18.0 km/h,71%,30.1°,Hà Nội
2005-05-03T07:00:00+07:00,partly-cloudy-day,36.0 km/h,79%,28.4°,Hà Nội
2005-05-04T07:00:00+07:00,rain,25.2 km/h,81%,27.4°,Hà Nội
2005-05-05T07:00:00+07:00,partly-cloudy-day,18.0 km/h,79%,29.8°,Hà Nội
2005-05-06T07:00:00+07:00,rain,25.2 km/h,81%,26.7°,Hà Nội
2005-05-07T07:00:00+07:00,rain,18.0 km/h,87%,25.9°,Hà Nội
2005-05-08T07:00:00+07:00,rain,18.0 km/h,93%,25.1°,Hà Nội
2005-05-09T07:00:00+07:00,rain,18.0 km/h,85%,26.6°,Hà Nội
2005-05-10T07:00:00+07:00,rain,14.4 km/h,76%,29.6°,Hà Nội
2005-05-11T07:00:00+07:00,partly-cloudy-day,25.2 km/h,80%,30.4°,Hà Nội
2005-05-12T07:00:00+07:00,rain,21.6 km/h,79%,30.8°,Hà Nội
2005-05-13T07:00:00+07:00,partly-cloudy-day,18.0 km/h,72%,31.0°,Hà Nội
2005-05-14T07:00:00+07:00,partly-cloudy-day,28.8 km/h,76%,30.6°,Hà Nội
2005-05-15T07:00:00+07:00,partly-cloudy-day,25.2 km/h,76%,30.8°,Hà Nội
2005-05-16T07:00:00+07:00,partly-cloudy-day,25.2 km/h,79%,30.7°,Hà Nội
2005-05-17T07:00:00+07:00,partly-cloudy-day,25.2 km/h,78%,31.0°,Hà Nội
2005-05-18T07:00:00+07:00,partly-cloudy-day,25.2 km/h,82%,30.1°,Hà Nội
2005-05-19T07:00:00+07:00,partly-cloudy-day,25.2 km/h,81%,30.5°,Hà Nội
2005-05-20T07:00:00+07:00,partly-cloudy-day,25.2 km/h,90%,27.4°,Hà Nội
2005-05-21T07:00:00+07:00,partly-cloudy-day,21.6 km/h,83%,28.5°,Hà Nội
2005-05-22T07:00:00+07:00,rain,21.6 km/h,86%,27.8°,Hà Nội
2005-05-23T07:00:00+07:00,rain,18.0 km/h,81%,28.6°,Hà Nội
2005-05-24T07:00:00+07:00,partly-cloudy-day,25.2 km/h,78%,30.0°,Hà Nội
2005-05-25T07:00:00+07:00,partly-cloudy-day,18.0 km/h,84%,28.5°,Hà Nội
2005-05-26T07:00:00+07:00,rain,21.6 km/h,78%,30.5°,Hà Nội
2005-05-27T07:00:00+07:00,partly-cloudy-day,43.2 km/h,77%,31.0°,Hà Nội
2005-05-28T07:00:00+07:00,rain,11.1 km/h,91%,26.8°,Hà Nội
2005-05-29T07:00:00+07:00,rain,18.0 km/h,92%,27.0°,Hà Nội
2005-05-30T07:00:00+07:00,rain,18.0 km/h,90%,27.4°,Hà Nội
2005-05-31T07:00:00+07:00,partly-cloudy-day,21.6 km/h,83%,29.3°,Hà Nội
2005-06-01T07:00:00+07:00,partly-cloudy-day,21.6 km/h,78%,30.7°,Hà Nội
2005-06-02T07:00:00+07:00,partly-cloudy-day,18.0 km/h,89%,27.6°,Hà Nội
2005-06-03T07:00:00+07:00,partly-cloudy-day,18.0 km/h,87%,29.0°,Hà Nội
2005-06-04T07:00:00+07:00,partly-cloudy-day,14.4 km/h,83%,30.6°,Hà Nội
2005-06-05T07:00:00+07:00,rain,50.4 km/h,87%,29.3°,Hà Nội
2005-06-06T07:00:00+07:00,rain,10.8 km/h,93%,26.6°,Hà Nội
2005-06-07T07:00:00+07:00,rain,14.4 km/h,87%,27.9°,Hà Nội
2005-06-08T07:00:00+07:00,partly-cloudy-day,25.2 km/h,78%,29.2°,Hà Nội
2005-06-09T07:00:00+07:00,rain,21.6 km/h,90%,28.4°,Hà Nội
2005-06-10T07:00:00+07:00,cloudy,18.0 km/h,83%,29.4°,Hà Nội
2005-06-11T07:00:00+07:00,rain,10.8 km/h,77%,29.9°,Hà Nội
2005-06-12T07:00:00+07:00,partly-cloudy-day,10.8 km/h,76%,31.4°,Hà Nội
2005-06-13T07:00:00+07:00,rain,14.4 km/h,70%,32.2°,Hà Nội
2005-06-14T07:00:00+07:00,partly-cloudy-day,10.8 km/h,70%,32.2°,Hà Nội
2005-06-15T07:00:00+07:00,cloudy,10.8 km/h,83%,28.7°,Hà Nội
2005-06-16T07:00:00+07:00,cloudy,14.4 km/h,92%,26.8°,Hà Nội
2005-06-17T07:00:00+07:00,cloudy,18.0 km/h,83%,29.1°,Hà Nội
2005-06-18T07:00:00+07:00,partly-cloudy-day,18.0 km/h,74%,31.1°,Hà Nội
2005-06-19T07:00:00+07:00,partly-cloudy-day,20.4 km/h,68%,31.1°,Hà Nội
2005-06-20T07:00:00+07:00,partly-cloudy-day,14.4 km/h,70%,31.7°,Hà Nội
2005-06-21T07:00:00+07:00,partly-cloudy-day,14.4 km/h,62%,32.7°,Hà Nội
2005-06-22T07:00:00+07:00,cloudy,25.2 km/h,77%,29.1°,Hà Nội
2005-06-23T07:00:00+07:00,rain,18.0 km/h,80%,29.3°,Hà Nội
2005-06-24T07:00:00+07:00,rain,21.6 km/h,83%,28.9°,Hà Nội
2005-06-25T07:00:00+07:00,partly-cloudy-day,18.0 km/h,71%,31.4°,Hà Nội
2005-06-26T07:00:00+07:00,partly-cloudy-day,14.4 km/h,62%,32.3°,Hà Nội
2005-06-27T07:00:00+07:00,partly-cloudy-day,14.4 km/h,65%,32.5°,Hà Nội
2005-06-28T07:00:00+07:00,partly-cloudy-day,21.0 km/h,75%,31.3°,Hà Nội
2005-06-29T07:00:00+07:00,partly-cloudy-day,21.6 km/h,90%,28.1°,Hà Nội
2005-06-30T07:00:00+07:00,rain,25.2 km/h,78%,29.9°,Hà Nội
2005-07-01T07:00:00+07:00,cloudy,21.6 km/h,86%,28.5°,Hà Nội
2005-07-02T07:00:00+07:00,cloudy,21.6 km/h,89%,27.4°,Hà Nội
2005-07-03T07:00:00+07:00,rain,10.8 km/h,93%,26.7°,Hà Nội
2005-07-04T07:00:00+07:00,partly-cloudy-day,21.6 km/h,82%,29.0°,Hà Nội
2005-07-05T07:00:00+07:00,partly-cloudy-day,21.6 km/h,78%,29.9°,Hà Nội
2005-07-06T07:00:00+07:00,partly-cloudy-day,18.0 km/h,78%,30.6°,Hà Nội
2005-07-07T07:00:00+07:00,partly-cloudy-day,28.8 km/h,82%,29.8°,Hà Nội
2005-07-08T07:00:00+07:00,partly-cloudy-day,36.0 km/h,82%,29.5°,Hà Nội
2005-07-09T07:00:00+07:00,partly-cloudy-day,28.8 km/h,85%,28.2°,Hà Nội
2005-07-10T07:00:00+07:00,rain,21.6 km/h,88%,27.7°,Hà Nội
2005-07-11T07:00:00+07:00,partly-cloudy-day,21.6 km/h,84%,29.5°,Hà Nội
2005-07-12T07:00:00+07:00,rain,18.0 km/h,86%,28.6°,Hà Nội
2005-07-13T07:00:00+07:00,rain,25.2 km/h,80%,29.4°,Hà Nội
2005-07-14T07:00:00+07:00,partly-cloudy-day,21.6 km/h,73%,30.4°,Hà Nội
2005-07-15T07:00:00+07:00,partly-cloudy-day,25.2 km/h,79%,30.4°,Hà Nội
2005-07-16T07:00:00+07:00,partly-cloudy-day,21.6 km/h,73%,30.3°,Hà Nội
2005-07-17T07:00:00+07:00,partly-cloudy-day,18.0 km/h,74%,30.1°,Hà Nội
2005-07-18T07:00:00+07:00,partly-cloudy-day,18.0 km/h,69%,31.1°,Hà Nội
2005-07-19T07:00:00+07:00,partly-cloudy-day,14.4 km/h,71%,31.2°,Hà Nội
2005-07-20T07:00:00+07:00,partly-cloudy-day,21.6 km/h,72%,30.8°,Hà Nội
2005-07-21T07:00:00+07:00,cloudy,28.8 km/h,78%,29.4°,Hà Nội
2005-07-22T07:00:00+07:00,rain,14.4 km/h,80%,29.1°,Hà Nội
2005-07-23T07:00:00+07:00,rain,10.8 km/h,89%,27.5°,Hà Nội
2005-07-24T07:00:00+07:00,rain,10.8 km/h,95%,26.2°,Hà Nội
2005-07-25T07:00:00+07:00,rain,18.0 km/h,91%,26.6°,Hà Nội
2005-07-26T07:00:00+07:00,rain,14.4 km/h,81%,28.6°,Hà Nội
2005-07-27T07:00:00+07:00,rain,14.4 km/h,71%,30.0°,Hà Nội
2005-07-28T07:00:00+07:00,partly-cloudy-day,10.8 km/h,72%,29.8°,Hà Nội
2005-07-29T07:00:00+07:00,partly-cloudy-day,10.8 km/h,73%,30.1°,Hà Nội
2005-07-30T07:00:00+07:00,rain,21.6 km/h,73%,30.3°,Hà Nội
2005-07-31T07:00:00+07:00,rain,36.0 km/h,88%,26.4°,Hà Nội
2005-08-01T07:00:00+07:00,rain,28.8 km/h,83%,29.2°,Hà Nội
2005-08-02T07:00:00+07:00,rain,21.6 km/h,84%,28.8°,Hà Nội
2005-08-03T07:00:00+07:00,rain,18.0 km/h,81%,30.2°,Hà Nội
2005-08-04T07:00:00+07:00,partly-cloudy-day,18.0 km/h,90%,27.5°,Hà Nội
2005-08-05T07:00:00+07:00,rain,21.6 km/h,82%,29.5°,Hà Nội
2005-08-06T07:00:00+07:00,rain,21.6 km/h,85%,29.4°,Hà Nội
2005-08-07T07:00:00+07:00,rain,18.0 km/h,87%,28.0°,Hà Nội
2005-08-08T07:00:00+07:00,rain,18.0 km/h,80%,29.2°,Hà Nội
2005-08-09T07:00:00+07:00,rain,21.6 km/h,86%,28.6°,Hà Nội
2005-08-10T07:00:00+07:00,cloudy,14.4 km/h,86%,28.9°,Hà Nội
2005-08-11T07:00:00+07:00,rain,21.6 km/h,83%,28.5°,Hà Nội
2005-08-12T07:00:00+07:00,rain,21.6 km/h,90%,27.2°,Hà Nội
2005-08-13T07:00:00+07:00,partly-cloudy-day,10.8 km/h,82%,29.3°,Hà Nội
2005-08-14T07:00:00+07:00,partly-cloudy-day,18.0 km/h,77%,30.1°,Hà Nội
2005-08-15T07:00:00+07:00,partly-cloudy-day,18.0 km/h,77%,29.2°,Hà Nội
2005-08-16T07:00:00+07:00,rain,14.4 km/h,87%,26.9°,Hà Nội
2005-08-17T07:00:00+07:00,rain,18.0 km/h,88%,27.1°,Hà Nội
2005-08-18T07:00:00+07:00,cloudy,10.8 km/h,91%,26.9°,Hà Nội
2005-08-19T07:00:00+07:00,rain,18.0 km/h,85%,28.6°,Hà Nội
2005-08-20T07:00:00+07:00,partly-cloudy-day,14.4 km/h,81%,29.6°,Hà Nội
2005-08-21T07:00:00+07:00,partly-cloudy-day,10.8 km/h,83%,30.3°,Hà Nội
2005-08-22T07:00:00+07:00,rain,21.6 km/h,94%,26.1°,Hà Nội
2005-08-23T07:00:00+07:00,partly-cloudy-day,18.0 km/h,85%,27.9°,Hà Nội
2005-08-24T07:00:00+07:00,cloudy,14.4 km/h,93%,26.8°,Hà Nội
2005-08-25T07:00:00+07:00,rain,14.4 km/h,93%,26.1°,Hà Nội
2005-08-26T07:00:00+07:00,rain,14.4 km/h,90%,26.2°,Hà Nội
2005-08-27T07:00:00+07:00,partly-cloudy-day,18.0 km/h,85%,27.9°,Hà Nội
2005-08-28T07:00:00+07:00,rain,21.6 km/h,84%,28.2°,Hà Nội
2005-08-29T07:00:00+07:00,rain,14.4 km/h,82%,28.9°,Hà Nội
2005-08-30T07:00:00+07:00,partly-cloudy-day,18.0 km/h,82%,28.7°,Hà Nội
2005-08-31T07:00:00+07:00,rain,17.7 km/h,83%,28.2°,Hà Nội
2005-09-01T07:00:00+07:00,partly-cloudy-day,10.8 km/h,81%,29.8°,Hà Nội
2005-09-02T07:00:00+07:00,rain,10.8 km/h,76%,30.2°,Hà Nội
2005-09-03T07:00:00+07:00,partly-cloudy-day,11.4 km/h,81%,28.1°,Hà Nội
2005-09-04T07:00:00+07:00,rain,14.4 km/h,75%,28.9°,Hà Nội
2005-09-05T07:00:00+07:00,partly-cloudy-day,18.0 km/h,73%,28.6°,Hà Nội
2005-09-06T07:00:00+07:00,partly-cloudy-day,14.4 km/h,72%,28.6°,Hà Nội
2005-09-07T07:00:00+07:00,partly-cloudy-day,14.4 km/h,72%,29.4°,Hà Nội
2005-09-08T07:00:00+07:00,partly-cloudy-day,10.8 km/h,72%,29.5°,Hà Nội
2005-09-09T07:00:00+07:00,rain,18.0 km/h,77%,28.5°,Hà Nội
2005-09-10T07:00:00+07:00,rain,14.4 km/h,77%,28.5°,Hà Nội
2005-09-11T07:00:00+07:00,partly-cloudy-day,10.8 km/h,74%,28.9°,Hà Nội
2005-09-12T07:00:00+07:00,clear-day,10.8 km/h,70%,29.3°,Hà Nội
2005-09-13T07:00:00+07:00,rain,18.0 km/h,78%,27.6°,Hà Nội
2005-09-14T07:00:00+07:00,rain,21.6 km/h,79%,28.0°,Hà Nội
2005-09-15T07:00:00+07:00,rain,21.6 km/h,91%,26.2°,Hà Nội
2005-09-16T07:00:00+07:00,partly-cloudy-day,10.8 km/h,80%,28.1°,Hà Nội
2005-09-17T07:00:00+07:00,partly-cloudy-day,14.4 km/h,79%,28.7°,Hà Nội
2005-09-18T07:00:00+07:00,rain,36.0 km/h,91%,25.8°,Hà Nội
2005-09-19T07:00:00+07:00,partly-cloudy-day,25.2 km/h,95%,26.0°,Hà Nội
2005-09-20T07:00:00+07:00,rain,10.8 km/h,87%,27.0°,Hà Nội
2005-09-21T07:00:00+07:00,partly-cloudy-day,10.8 km/h,82%,28.3°,Hà Nội
2005-09-22T07:00:00+07:00,partly-cloudy-day,10.8 km/h,79%,28.5°,Hà Nội
2005-09-23T07:00:00+07:00,partly-cloudy-day,7.2 km/h,77%,29.5°,Hà Nội
2005-09-24T07:00:00+07:00,partly-cloudy-day,14.4 km/h,76%,29.5°,Hà Nội
2005-09-25T07:00:00+07:00,partly-cloudy-day,18.0 km/h,72%,29.3°,Hà Nội
2005-09-26T07:00:00+07:00,rain,25.2 km/h,64%,28.6°,Hà Nội
2005-09-27T07:00:00+07:00,rain,36.0 km/h,86%,25.8°,Hà Nội
2005-09-28T07:00:00+07:00,rain,28.8 km/h,95%,25.5°,Hà Nội
2005-09-29T07:00:00+07:00,rain,14.4 km/h,86%,26.6°,Hà Nội
2005-09-30T07:00:00+07:00,rain,18.0 km/h,84%,27.7°,Hà Nội
2005-10-01T07:00:00+07:00,partly-cloudy-day,10.8 km/h,81%,28.0°,Hà Nội
2005-10-02T07:00:00+07:00,partly-cloudy-day,9.9 km/h,81%,28.2°,Hà Nội
2005-10-03T07:00:00+07:00,clear-day,14.4 km/h,76%,28.8°,Hà Nội
2005-10-04T07:00:00+07:00,rain,21.6 km/h,73%,27.9°,Hà Nội
2005-10-05T07:00:00+07:00,clear-day,14.4 km/h,66%,26.9°,Hà Nội
2005-10-06T07:00:00+07:00,partly-cloudy-day,14.4 km/h,73%,27.3°,Hà Nội
2005-10-07T07:00:00+07:00,partly-cloudy-day,21.6 km/h,76%,28.6°,Hà Nội
2005-10-08T07:00:00+07:00,partly-cloudy-day,18.0 km/h,70%,26.0°,Hà Nội
2005-10-09T07:00:00+07:00,clear-day,18.0 km/h,66%,26.5°,Hà Nội
2005-10-10T07:00:00+07:00,clear-day,10.8 km/h,72%,25.5°,Hà Nội
2005-10-11T07:00:00+07:00,clear-day,10.8 km/h,75%,26.3°,Hà Nội
2005-10-12T07:00:00+07:00,partly-cloudy-day,7.2 km/h,83%,26.4°,Hà Nội
2005-10-13T07:00:00+07:00,partly-cloudy-day,14.4 km/h,85%,27.2°,Hà Nội
2005-10-14T07:00:00+07:00,partly-cloudy-day,14.4 km/h,80%,27.9°,Hà Nội
2005-10-15T07:00:00+07:00,partly-cloudy-day,14.4 km/h,84%,27.7°,Hà Nội
2005-10-16T07:00:00+07:00,partly-cloudy-day,18.0 km/h,81%,25.1°,Hà Nội
2005-10-17T07:00:00+07:00,partly-cloudy-day,10.8 km/h,85%,26.1°,Hà Nội
2005-10-18T07:00:00+07:00,rain,10.8 km/h,92%,25.0°,Hà Nội
2005-10-19T07:00:00+07:00,partly-cloudy-day,10.8 km/h,91%,24.8°,Hà Nội
2005-10-20T07:00:00+07:00,partly-cloudy-day,10.8 km/h,87%,25.6°,Hà Nội
2005-10-21T07:00:00+07:00,partly-cloudy-day,10.8 km/h,85%,27.0°,Hà Nội
2005-10-22T07:00:00+07:00,partly-cloudy-day,21.6 km/h,79%,26.1°,Hà Nội
2005-10-23T07:00:00+07:00,partly-cloudy-day,21.6 km/h,68%,24.9°,Hà Nội
2005-10-24T07:00:00+07:00,rain,18.0 km/h,65%,23.1°,Hà Nội
2005-10-25T07:00:00+07:00,partly-cloudy-day,7.2 km/h,80%,23.5°,Hà Nội
2005-10-26T07:00:00+07:00,partly-cloudy-day,10.8 km/h,86%,24.1°,Hà Nội
2005-10-27T07:00:00+07:00,partly-cloudy-day,14.4 km/h,85%,25.5°,Hà Nội
2005-10-28T07:00:00+07:00,partly-cloudy-day,9.9 km/h,82%,26.7°,Hà Nội
2005-10-29T07:00:00+07:00,partly-cloudy-day,32.4 km/h,88%,21.5°,Hà Nội
2005-10-30T07:00:00+07:00,cloudy,14.4 km/h,92%,18.3°,Hà Nội
2005-10-31T07:00:00+07:00,partly-cloudy-day,11.1 km/h,77%,21.9°,Hà Nội
2005-11-01T07:00:00+07:00,partly-cloudy-day,10.8 km/h,75%,22.4°,Hà Nội
2005-11-02T07:00:00+07:00,rain,11.1 km/h,91%,21.1°,Hà Nội
2005-11-03T07:00:00+07:00,rain,10.8 km/h,95%,23.1°,Hà Nội
2005-11-04T07:00:00+07:00,rain,10.8 km/h,94%,24.1°,Hà Nội
2005-11-05T07:00:00+07:00,partly-cloudy-day,10.8 km/h,87%,25.8°,Hà Nội
2005-11-06T07:00:00+07:00,partly-cloudy-day,10.8 km/h,92%,25.7°,Hà Nội
2005-11-07T07:00:00+07:00,partly-cloudy-day,14.4 km/h,85%,27.2°,Hà Nội
2005-11-08T07:00:00+07:00,partly-cloudy-day,18.0 km/h,84%,27.1°,Hà Nội
2005-11-09T07:00:00+07:00,partly-cloudy-day,18.0 km/h,84%,27.0°,Hà Nội
2005-11-10T07:00:00+07:00,partly-cloudy-day,21.6 km/h,81%,27.4°,Hà Nội
2005-11-11T07:00:00+07:00,partly-cloudy-day,18.0 km/h,90%,26.0°,Hà Nội
2005-11-12T07:00:00+07:00,rain,14.4 km/h,92%,24.9°,Hà Nội
2005-11-13T07:00:00+07:00,rain,21.6 km/h,88%,26.7°,Hà Nội
2005-11-14T07:00:00+07:00,partly-cloudy-day,14.4 km/h,83%,27.0°,Hà Nội
2005-11-15T07:00:00+07:00,partly-cloudy-day,28.8 km/h,91%,22.5°,Hà Nội
2005-11-16T07:00:00+07:00,rain,14.4 km/h,76%,19.9°,Hà Nội
2005-11-17T07:00:00+07:00,partly-cloudy-day,18.0 km/h,80%,18.9°,Hà Nội
2005-11-18T07:00:00+07:00,cloudy,18.0 km/h,77%,17.3°,Hà Nội
2005-11-19T07:00:00+07:00,cloudy,21.6 km/h,67%,17.1°,Hà Nội
2005-11-20T07:00:00+07:00,partly-cloudy-day,14.4 km/h,64%,18.4°,Hà Nội
2005-11-21T07:00:00+07:00,clear-day,14.4 km/h,63%,18.3°,Hà Nội
2005-11-22T07:00:00+07:00,clear-day,14.4 km/h,61%,18.0°,Hà Nội
2005-11-23T07:00:00+07:00,clear-day,14.4 km/h,68%,17.8°,Hà Nội
2005-11-24T07:00:00+07:00,clear-day,14.4 km/h,75%,18.0°,Hà Nội
2005-11-25T07:00:00+07:00,clear-day,10.8 km/h,79%,18.8°,Hà Nội
2005-11-26T07:00:00+07:00,clear-day,10.8 km/h,79%,19.7°,Hà Nội
2005-11-27T07:00:00+07:00,clear-day,14.4 km/h,78%,20.8°,Hà Nội
2005-11-28T07:00:00+07:00,partly-cloudy-day,10.8 km/h,85%,22.0°,Hà Nội
2005-11-29T07:00:00+07:00,partly-cloudy-day,10.8 km/h,76%,22.7°,Hà Nội
2005-11-30T07:00:00+07:00,partly-cloudy-day,14.4 km/h,86%,22.0°,Hà Nội
2005-12-01T07:00:00+07:00,partly-cloudy-day,21.6 km/h,84%,23.9°,Hà Nội
2005-12-02T07:00:00+07:00,partly-cloudy-day,18.0 km/h,86%,23.6°,Hà Nội
2005-12-03T07:00:00+07:00,partly-cloudy-day,18.0 km/h,84%,24.0°,Hà Nội
2005-12-04T07:00:00+07:00,cloudy,36.0 km/h,65%,18.5°,Hà Nội
2005-12-05T07:00:00+07:00,partly-cloudy-day,21.6 km/h,76%,15.1°,Hà Nội
2005-12-06T07:00:00+07:00,rain,18.0 km/h,74%,11.8°,Hà Nội
2005-12-07T07:00:00+07:00,cloudy,18.0 km/h,66%,12.9°,Hà Nội
2005-12-08T07:00:00+07:00,partly-cloudy-day,10.8 km/h,66%,14.8°,Hà Nội
2005-12-09T07:00:00+07:00,partly-cloudy-day,7.2 km/h,71%,16.9°,Hà Nội
2005-12-10T07:00:00+07:00,partly-cloudy-day,18.0 km/h,75%,19.0°,Hà Nội
2005-12-11T07:00:00+07:00,partly-cloudy-day,18.0 km/h,81%,16.9°,Hà Nội
2005-12-12T07:00:00+07:00,partly-cloudy-day,18.0 km/h,59%,17.1°,Hà Nội
2005-12-13T07:00:00+07:00,partly-cloudy-day,18.0 km/h,53%,16.8°,Hà Nội
2005-12-14T07:00:00+07:00,partly-cloudy-day,18.0 km/h,65%,15.9°,Hà Nội
2005-12-15T07:00:00+07:00,partly-cloudy-day,18.0 km/h,50%,16.3°,Hà Nội
2005-12-16T07:00:00+07:00,partly-cloudy-day,14.4 km/h,51%,16.1°,Hà Nội
2005-12-17T07:00:00+07:00,partly-cloudy-day,21.6 km/h,50%,17.7°,Hà Nội
2005-12-18T07:00:00+07:00,clear-day,18.0 km/h,46%,15.5°,Hà Nội
2005-12-19T07:00:00+07:00,partly-cloudy-day,14.4 km/h,58%,14.0°,Hà Nội
2005-12-20T07:00:00+07:00,partly-cloudy-day,10.5 km/h,65%,14.8°,Hà Nội
2005-12-21T07:00:00+07:00,partly-cloudy-day,18.0 km/h,49%,16.3°,Hà Nội
2005-12-22T07:00:00+07:00,partly-cloudy-day,18.0 km/h,37%,15.9°,Hà Nội
2005-12-23T07:00:00+07:00,partly-cloudy-day,18.0 km/h,53%,16.6°,Hà Nội
2005-12-24T07:00:00+07:00,partly-cloudy-day,14.4 km/h,63%,18.1°,Hà Nội
2005-12-25T07:00:00+07:00,partly-cloudy-day,7.2 km/h,85%,18.5°,Hà Nội
2005-12-26T07:00:00+07:00,rain,14.4 km/h,97%,16.6°,Hà Nội
2005-12-27T07:00:00+07:00,rain,21.6 km/h,98%,15.1°,Hà Nội
2005-12-28T07:00:00+07:00,rain,14.1 km/h,92%,16.0°,Hà Nội
2005-12-29T07:00:00+07:00,cloudy,10.8 km/h,86%,18.0°,Hà Nội
2005-12-30T07:00:00+07:00,partly-cloudy-day,10.8 km/h,86%,19.7°,Hà Nội
2005-12-31T07:00:00+07:00,partly-cloudy-day,10.8 km/h,86%,20.7°,Hà Nội
2006-01-01T07:00:00+07:00,cloudy,14.4 km/h,94%,20.8°,Hà Nội
2006-01-02T07:00:00+07:00,partly-cloudy-day,21.6 km/h,92%,21.4°,Hà Nội
2006-01-03T07:00:00+07:00,partly-cloudy-day,25.2 km/h,87%,22.0°,Hà Nội
2006-01-04T07:00:00+07:00,partly-cloudy-day,18.0 km/h,82%,22.9°,Hà Nội
2006-01-05T07:00:00+07:00,partly-cloudy-day,28.8 km/h,83%,19.4°,Hà Nội
2006-01-06T07:00:00+07:00,rain,25.2 km/h,62%,13.7°,Hà Nội
2006-01-07T07:00:00+07:00,cloudy,14.4 km/h,73%,12.7°,Hà Nội
2006-01-08T07:00:00+07:00,cloudy,18.0 km/h,73%,11.7°,Hà Nội
2006-01-09T07:00:00+07:00,cloudy,14.4 km/h,66%,13.6°,Hà Nội
2006-01-10T07:00:00+07:00,partly-cloudy-day,10.8 km/h,75%,14.9°,Hà Nội
2006-01-11T07:00:00+07:00,partly-cloudy-day,14.4 km/h,77%,16.3°,Hà Nội
2006-01-12T07:00:00+07:00,cloudy,10.8 km/h,84%,16.5°,Hà Nội
2006-01-13T07:00:00+07:00,cloudy,7.2 km/h,91%,17.9°,Hà Nội
2006-01-14T07:00:00+07:00,cloudy,18.0 km/h,86%,20.1°,Hà Nội
2006-01-15T07:00:00+07:00,partly-cloudy-day,21.6 km/h,83%,21.1°,Hà Nội
2006-01-16T07:00:00+07:00,cloudy,21.6 km/h,89%,20.6°,Hà Nội
2006-01-17T07:00:00+07:00,rain,25.2 km/h,92%,21.2°,Hà Nội
2006-01-18T07:00:00+07:00,rain,25.2 km/h,86%,23.4°,Hà Nội
