timestamp,weather_icon,wind_speed,humidity,temperature,location
1998-06-29T07:00:00+07:00,rain,14.4 km/h,94%,26.8°,Hà Nội
1998-06-30T07:00:00+07:00,rain,10.8 km/h,86%,28.4°,Hà Nội
1998-07-01T07:00:00+07:00,rain,21.6 km/h,91%,27.3°,Hà Nội
1998-07-02T07:00:00+07:00,rain,27.6 km/h,90%,27.7°,Hà Nội
1998-07-03T07:00:00+07:00,rain,21.0 km/h,92%,27.0°,Hà Nội
1998-07-04T07:00:00+07:00,rain,32.4 km/h,87%,26.7°,Hà Nội
1998-07-05T07:00:00+07:00,rain,25.2 km/h,81%,28.9°,Hà Nội
1998-07-06T07:00:00+07:00,partly-cloudy-day,21.6 km/h,79%,30.3°,Hà Nội
1998-07-07T07:00:00+07:00,rain,14.4 km/h,89%,29.0°,Hà Nội
1998-07-08T07:00:00+07:00,rain,18.0 km/h,89%,28.8°,Hà Nội
1998-07-09T07:00:00+07:00,rain,14.4 km/h,90%,28.5°,Hà Nội
1998-07-10T07:00:00+07:00,rain,10.8 km/h,84%,29.5°,Hà Nội
1998-07-11T07:00:00+07:00,rain,36.0 km/h,78%,31.1°,Hà Nội
1998-07-12T07:00:00+07:00,wind,79.2 km/h,78%,30.4°,Hà Nội
1998-07-13T07:00:00+07:00,partly-cloudy-day,14.4 km/h,82%,29.9°,Hà Nội
1998-07-14T07:00:00+07:00,partly-cloudy-day,25.2 km/h,78%,30.1°,Hà Nội
1998-07-15T07:00:00+07:00,partly-cloudy-day,14.4 km/h,73%,31.2°,Hà Nội
1998-07-16T07:00:00+07:00,partly-cloudy-day,21.6 km/h,79%,31.5°,Hà Nội
1998-07-17T07:00:00+07:00,partly-cloudy-day,25.2 km/h,76%,32.0°,Hà Nội
1998-07-18T07:00:00+07:00,partly-cloudy-day,21.3 km/h,74%,32.6°,Hà Nội
1998-07-19T07:00:00+07:00,partly-cloudy-day,21.6 km/h,71%,33.3°,Hà Nội
1998-07-20T07:00:00+07:00,partly-cloudy-day,18.0 km/h,67%,33.6°,Hà Nội
1998-07-21T07:00:00+07:00,partly-cloudy-day,25.2 km/h,75%,32.6°,Hà Nội
1998-07-22T07:00:00+07:00,rain,24.6 km/h,79%,30.8°,Hà Nội
1998-07-23T07:00:00+07:00,partly-cloudy-day,18.0 km/h,72%,32.8°,Hà Nội
1998-07-24T07:00:00+07:00,partly-cloudy-day,10.8 km/h,83%,30.8°,Hà Nội
1998-07-25T07:00:00+07:00,rain,14.4 km/h,90%,27.7°,Hà Nội
1998-07-26T07:00:00+07:00,rain,18.0 km/h,80%,30.9°,Hà Nội
1998-07-27T07:00:00+07:00,partly-cloudy-day,21.6 km/h,84%,30.5°,Hà Nội
1998-07-28T07:00:00+07:00,partly-cloudy-day,18.0 km/h,86%,30.7°,Hà Nội
1998-07-29T07:00:00+07:00,partly-cloudy-day,21.6 km/h,84%,30.1°,Hà Nội
1998-07-30T07:00:00+07:00,partly-cloudy-day,25.2 km/h,83%,30.6°,Hà Nội
1998-07-31T07:00:00+07:00,partly-cloudy-day,24.6 km/h,84%,30.6°,Hà Nội
1998-08-01T07:00:00+07:00,partly-cloudy-day,18.0 km/h,81%,31.3°,Hà Nội
1998-08-02T07:00:00+07:00,partly-cloudy-day,14.4 km/h,76%,31.9°,Hà Nội
1998-08-03T07:00:00+07:00,partly-cloudy-day,14.4 km/h,79%,30.9°,Hà Nội
1998-08-04T07:00:00+07:00,partly-cloudy-day,14.4 km/h,86%,30.5°,Hà Nội
1998-08-05T07:00:00+07:00,partly-cloudy-day,18.0 km/h,83%,30.6°,Hà Nội
1998-08-06T07:00:00+07:00,partly-cloudy-day,18.0 km/h,81%,30.6°,Hà Nội
1998-08-07T07:00:00+07:00,partly-cloudy-day,18.0 km/h,89%,29.1°,Hà Nội
1998-08-08T07:00:00+07:00,rain,14.4 km/h,92%,26.7°,Hà Nội
1998-08-09T07:00:00+07:00,rain,27.3 km/h,89%,28.4°,Hà Nội
1998-08-10T07:00:00+07:00,rain,10.8 km/h,85%,29.5°,Hà Nội
1998-08-11T07:00:00+07:00,partly-cloudy-day,18.0 km/h,85%,30.9°,Hà Nội
1998-08-12T07:00:00+07:00,partly-cloudy-day,14.4 km/h,91%,28.1°,Hà Nội
1998-08-13T07:00:00+07:00,rain,14.7 km/h,90%,27.8°,Hà Nội
1998-08-14T07:00:00+07:00,partly-cloudy-day,28.8 km/h,86%,29.9°,Hà Nội
1998-08-15T07:00:00+07:00,rain,24.3 km/h,84%,29.9°,Hà Nội
1998-08-16T07:00:00+07:00,partly-cloudy-day,10.8 km/h,91%,27.8°,Hà Nội
1998-08-17T07:00:00+07:00,rain,21.6 km/h,83%,30.7°,Hà Nội
1998-08-18T07:00:00+07:00,partly-cloudy-day,10.8 km/h,81%,30.3°,Hà Nội
1998-08-19T07:00:00+07:00,rain,10.8 km/h,85%,28.3°,Hà Nội
1998-08-20T07:00:00+07:00,rain,21.6 km/h,93%,26.3°,Hà Nội
1998-08-21T07:00:00+07:00,rain,10.8 km/h,85%,28.9°,Hà Nội
1998-08-22T07:00:00+07:00,partly-cloudy-day,18.0 km/h,86%,29.4°,Hà Nội
1998-08-23T07:00:00+07:00,rain,14.4 km/h,91%,26.7°,Hà Nội
1998-08-24T07:00:00+07:00,partly-cloudy-day,18.0 km/h,89%,28.4°,Hà Nội
1998-08-25T07:00:00+07:00,partly-cloudy-day,18.0 km/h,85%,30.2°,Hà Nội
1998-08-26T07:00:00+07:00,partly-cloudy-day,14.4 km/h,81%,31.5°,Hà Nội
1998-08-27T07:00:00+07:00,partly-cloudy-day,11.1 km/h,77%,32.2°,Hà Nội
1998-08-28T07:00:00+07:00,partly-cloudy-day,14.4 km/h,80%,31.7°,Hà Nội
1998-08-29T07:00:00+07:00,rain,14.4 km/h,90%,27.4°,Hà Nội
1998-08-30T07:00:00+07:00,rain,18.0 km/h,80%,28.0°,Hà Nội
1998-08-31T07:00:00+07:00,partly-cloudy-day,14.4 km/h,80%,28.9°,Hà Nội
1998-09-01T07:00:00+07:00,partly-cloudy-day,18.0 km/h,75%,30.0°,Hà Nội
1998-09-02T07:00:00+07:00,partly-cloudy-day,14.4 km/h,78%,30.0°,Hà Nội
1998-09-03T07:00:00+07:00,partly-cloudy-day,17.1 km/h,80%,30.6°,Hà Nội
1998-09-04T07:00:00+07:00,rain,21.6 km/h,82%,29.9°,Hà Nội
1998-09-05T07:00:00+07:00,rain,25.2 km/h,93%,24.4°,Hà Nội
1998-09-06T07:00:00+07:00,partly-cloudy-day,14.4 km/h,87%,27.2°,Hà Nội
1998-09-07T07:00:00+07:00,partly-cloudy-day,14.4 km/h,86%,28.2°,Hà Nội
1998-09-08T07:00:00+07:00,rain,10.8 km/h,87%,28.3°,Hà Nội
1998-09-09T07:00:00+07:00,rain,7.5 km/h,87%,28.9°,Hà Nội
1998-09-10T07:00:00+07:00,partly-cloudy-day,25.2 km/h,83%,29.0°,Hà Nội
1998-09-11T07:00:00+07:00,partly-cloudy-day,18.0 km/h,80%,28.2°,Hà Nội
1998-09-12T07:00:00+07:00,partly-cloudy-day,14.4 km/h,73%,30.2°,Hà Nội
1998-09-13T07:00:00+07:00,rain,28.8 km/h,87%,27.0°,Hà Nội
1998-09-14T07:00:00+07:00,rain,25.2 km/h,97%,25.1°,Hà Nội
1998-09-15T07:00:00+07:00,rain,18.0 km/h,98%,26.2°,Hà Nội
1998-09-16T07:00:00+07:00,rain,18.0 km/h,91%,28.3°,Hà Nội
1998-09-17T07:00:00+07:00,partly-cloudy-day,10.8 km/h,89%,29.2°,Hà Nội
1998-09-18T07:00:00+07:00,partly-cloudy-day,21.6 km/h,85%,29.3°,Hà Nội
1998-09-19T07:00:00+07:00,rain,17.1 km/h,89%,27.6°,Hà Nội
1998-09-20T07:00:00+07:00,partly-cloudy-day,14.4 km/h,78%,29.3°,Hà Nội
1998-09-21T07:00:00+07:00,partly-cloudy-day,10.8 km/h,78%,28.0°,Hà Nội
1998-09-22T07:00:00+07:00,partly-cloudy-day,14.4 km/h,82%,27.9°,Hà Nội
1998-09-23T07:00:00+07:00,partly-cloudy-day,10.8 km/h,84%,27.9°,Hà Nội
1998-09-24T07:00:00+07:00,rain,10.8 km/h,87%,27.8°,Hà Nội
1998-09-25T07:00:00+07:00,partly-cloudy-day,10.8 km/h,82%,29.0°,Hà Nội
1998-09-26T07:00:00+07:00,partly-cloudy-day,20.7 km/h,82%,28.3°,Hà Nội
1998-09-27T07:00:00+07:00,partly-cloudy-day,28.8 km/h,69%,26.6°,Hà Nội
1998-09-28T07:00:00+07:00,partly-cloudy-day,21.6 km/h,65%,27.3°,Hà Nội
1998-09-29T07:00:00+07:00,clear-day,18.0 km/h,70%,26.3°,Hà Nội
1998-09-30T07:00:00+07:00,clear-day,10.8 km/h,72%,25.7°,Hà Nội
1998-10-01T07:00:00+07:00,partly-cloudy-day,18.0 km/h,70%,25.7°,Hà Nội
1998-10-02T07:00:00+07:00,clear-day,14.4 km/h,65%,27.0°,Hà Nội
1998-10-03T07:00:00+07:00,partly-cloudy-day,18.0 km/h,70%,26.1°,Hà Nội
1998-10-04T07:00:00+07:00,cloudy,24.9 km/h,63%,27.7°,Hà Nội
1998-10-05T07:00:00+07:00,rain,18.0 km/h,88%,22.2°,Hà Nội
1998-10-06T07:00:00+07:00,rain,25.2 km/h,97%,22.4°,Hà Nội
1998-10-07T07:00:00+07:00,rain,11.4 km/h,91%,26.0°,Hà Nội
1998-10-08T07:00:00+07:00,partly-cloudy-day,17.4 km/h,90%,27.1°,Hà Nội
1998-10-09T07:00:00+07:00,rain,25.2 km/h,94%,25.9°,Hà Nội
1998-10-10T07:00:00+07:00,partly-cloudy-day,18.0 km/h,86%,27.4°,Hà Nội
1998-10-11T07:00:00+07:00,rain,10.8 km/h,90%,27.3°,Hà Nội
1998-10-12T07:00:00+07:00,rain,21.6 km/h,90%,26.8°,Hà Nội
1998-10-13T07:00:00+07:00,rain,10.2 km/h,89%,27.5°,Hà Nội
1998-10-14T07:00:00+07:00,partly-cloudy-day,10.8 km/h,81%,28.5°,Hà Nội
1998-10-15T07:00:00+07:00,partly-cloudy-day,14.7 km/h,79%,26.3°,Hà Nội
1998-10-16T07:00:00+07:00,partly-cloudy-day,10.8 km/h,76%,28.3°,Hà Nội
1998-10-17T07:00:00+07:00,rain,25.2 km/h,73%,27.0°,Hà Nội
1998-10-18T07:00:00+07:00,partly-cloudy-day,25.2 km/h,73%,25.6°,Hà Nội
1998-10-19T07:00:00+07:00,partly-cloudy-day,23.7 km/h,74%,23.8°,Hà Nội
1998-10-20T07:00:00+07:00,partly-cloudy-day,25.2 km/h,68%,24.2°,Hà Nội
1998-10-21T07:00:00+07:00,partly-cloudy-day,18.0 km/h,66%,24.7°,Hà Nội
1998-10-22T07:00:00+07:00,clear-day,18.0 km/h,71%,23.8°,Hà Nội
1998-10-23T07:00:00+07:00,clear-day,17.4 km/h,67%,24.0°,Hà Nội
1998-10-24T07:00:00+07:00,clear-day,10.8 km/h,62%,25.5°,Hà Nội
1998-10-25T07:00:00+07:00,clear-day,21.6 km/h,72%,24.5°,Hà Nội
1998-10-26T07:00:00+07:00,clear-day,24.6 km/h,59%,26.0°,Hà Nội
1998-10-27T07:00:00+07:00,clear-day,14.4 km/h,64%,24.9°,Hà Nội
1998-10-28T07:00:00+07:00,clear-day,14.4 km/h,75%,24.8°,Hà Nội
1998-10-29T07:00:00+07:00,partly-cloudy-day,18.0 km/h,80%,26.0°,Hà Nội
1998-10-30T07:00:00+07:00,rain,14.4 km/h,90%,25.5°,Hà Nội
1998-10-31T07:00:00+07:00,partly-cloudy-day,14.4 km/h,85%,26.2°,Hà Nội
1998-11-01T07:00:00+07:00,partly-cloudy-day,28.8 km/h,83%,23.7°,Hà Nội
1998-11-02T07:00:00+07:00,cloudy,18.6 km/h,83%,20.3°,Hà Nội
1998-11-03T07:00:00+07:00,partly-cloudy-day,24.6 km/h,70%,22.8°,Hà Nội
1998-11-04T07:00:00+07:00,partly-cloudy-day,14.7 km/h,81%,21.1°,Hà Nội
1998-11-05T07:00:00+07:00,partly-cloudy-day,14.7 km/h,69%,24.4°,Hà Nội
1998-11-06T07:00:00+07:00,clear-day,21.0 km/h,66%,23.7°,Hà Nội
1998-11-07T07:00:00+07:00,clear-day,10.8 km/h,66%,22.9°,Hà Nội
1998-11-08T07:00:00+07:00,clear-day,10.8 km/h,77%,22.0°,Hà Nội
1998-11-09T07:00:00+07:00,clear-day,18.0 km/h,76%,23.7°,Hà Nội
1998-11-10T07:00:00+07:00,clear-day,10.8 km/h,69%,23.7°,Hà Nội
1998-11-11T07:00:00+07:00,clear-day,10.8 km/h,75%,22.5°,Hà Nội
1998-11-12T07:00:00+07:00,clear-day,16.8 km/h,74%,22.4°,Hà Nội
1998-11-13T07:00:00+07:00,partly-cloudy-day,14.1 km/h,73%,21.8°,Hà Nội
1998-11-14T07:00:00+07:00,partly-cloudy-day,17.4 km/h,77%,21.8°,Hà Nội
1998-11-15T07:00:00+07:00,cloudy,7.5 km/h,77%,23.3°,Hà Nội
1998-11-16T07:00:00+07:00,partly-cloudy-day,14.1 km/h,83%,25.5°,Hà Nội
1998-11-17T07:00:00+07:00,partly-cloudy-day,14.4 km/h,86%,26.6°,Hà Nội
1998-11-18T07:00:00+07:00,partly-cloudy-day,14.4 km/h,84%,25.3°,Hà Nội
1998-11-19T07:00:00+07:00,cloudy,25.2 km/h,84%,22.7°,Hà Nội
1998-11-20T07:00:00+07:00,partly-cloudy-day,21.6 km/h,73%,21.7°,Hà Nội
1998-11-21T07:00:00+07:00,rain,21.6 km/h,85%,19.5°,Hà Nội
1998-11-22T07:00:00+07:00,partly-cloudy-day,27.9 km/h,55%,22.1°,Hà Nội
1998-11-23T07:00:00+07:00,partly-cloudy-day,18.0 km/h,62%,21.6°,Hà Nội
1998-11-24T07:00:00+07:00,clear-day,14.7 km/h,60%,22.1°,Hà Nội
1998-11-25T07:00:00+07:00,partly-cloudy-day,7.2 km/h,61%,22.0°,Hà Nội
1998-11-26T07:00:00+07:00,partly-cloudy-day,7.5 km/h,70%,22.1°,Hà Nội
1998-11-27T07:00:00+07:00,rain,21.6 km/h,88%,20.5°,Hà Nội
1998-11-28T07:00:00+07:00,cloudy,14.4 km/h,82%,21.9°,Hà Nội
1998-11-29T07:00:00+07:00,partly-cloudy-day,18.0 km/h,87%,23.0°,Hà Nội
1998-11-30T07:00:00+07:00,partly-cloudy-day,18.0 km/h,84%,25.7°,Hà Nội
1998-12-01T07:00:00+07:00,partly-cloudy-day,21.6 km/h,84%,26.9°,Hà Nội
1998-12-02T07:00:00+07:00,rain,21.6 km/h,88%,26.4°,Hà Nội
1998-12-03T07:00:00+07:00,rain,32.4 km/h,88%,19.8°,Hà Nội
1998-12-04T07:00:00+07:00,rain,14.4 km/h,84%,17.2°,Hà Nội
1998-12-05T07:00:00+07:00,cloudy,17.1 km/h,88%,18.0°,Hà Nội
1998-12-06T07:00:00+07:00,cloudy,21.3 km/h,87%,16.9°,Hà Nội
1998-12-07T07:00:00+07:00,cloudy,21.6 km/h,80%,17.1°,Hà Nội
1998-12-08T07:00:00+07:00,partly-cloudy-day,14.4 km/h,64%,17.3°,Hà Nội
1998-12-09T07:00:00+07:00,partly-cloudy-day,18.0 km/h,69%,16.9°,Hà Nội
1998-12-10T07:00:00+07:00,partly-cloudy-day,21.6 km/h,63%,17.4°,Hà Nội
1998-12-11T07:00:00+07:00,partly-cloudy-day,21.6 km/h,53%,18.7°,Hà Nội
1998-12-12T07:00:00+07:00,partly-cloudy-day,18.0 km/h,56%,17.4°,Hà Nội
1998-12-13T07:00:00+07:00,partly-cloudy-day,24.6 km/h,61%,18.3°,Hà Nội
1998-12-14T07:00:00+07:00,cloudy,25.2 km/h,48%,18.9°,Hà Nội
1998-12-15T07:00:00+07:00,cloudy,18.0 km/h,57%,16.2°,Hà Nội
1998-12-16T07:00:00+07:00,rain,11.1 km/h,66%,17.2°,Hà Nội
1998-12-17T07:00:00+07:00,cloudy,7.2 km/h,70%,18.5°,Hà Nội
1998-12-18T07:00:00+07:00,cloudy,14.4 km/h,68%,20.7°,Hà Nội
1998-12-19T07:00:00+07:00,partly-cloudy-day,18.0 km/h,71%,21.9°,Hà Nội
1998-12-20T07:00:00+07:00,partly-cloudy-day,14.4 km/h,72%,23.0°,Hà Nội
1998-12-21T07:00:00+07:00,clear-day,7.2 km/h,74%,21.8°,Hà Nội
1998-12-22T07:00:00+07:00,clear-day,10.8 km/h,71%,22.2°,Hà Nội
1998-12-23T07:00:00+07:00,clear-day,14.4 km/h,76%,21.4°,Hà Nội
1998-12-24T07:00:00+07:00,clear-day,10.8 km/h,69%,21.1°,Hà Nội
1998-12-25T07:00:00+07:00,partly-cloudy-day,14.4 km/h,73%,20.7°,Hà Nội
1998-12-26T07:00:00+07:00,partly-cloudy-day,10.8 km/h,82%,20.5°,Hà Nội
1998-12-27T07:00:00+07:00,partly-cloudy-day,10.8 km/h,76%,20.9°,Hà Nội
1998-12-28T07:00:00+07:00,partly-cloudy-day,14.4 km/h,71%,21.6°,Hà Nội
1998-12-29T07:00:00+07:00,partly-cloudy-day,10.8 km/h,71%,22.5°,Hà Nội
1998-12-30T07:00:00+07:00,partly-cloudy-day,10.8 km/h,78%,20.8°,Hà Nội
1998-12-31T07:00:00+07:00,partly-cloudy-day,7.5 km/h,78%,21.2°,Hà Nội
1999-01-01T07:00:00+07:00,partly-cloudy-day,18.0 km/h,76%,22.1°,Hà Nội
1999-01-02T07:00:00+07:00,partly-cloudy-day,21.6 km/h,64%,18.9°,Hà Nội
1999-01-03T07:00:00+07:00,partly-cloudy-day,10.8 km/h,59%,19.4°,Hà Nội
1999-01-04T07:00:00+07:00,clear-day,10.8 km/h,66%,18.5°,Hà Nội
1999-01-05T07:00:00+07:00,clear-day,14.4 km/h,65%,18.7°,Hà Nội
1999-01-06T07:00:00+07:00,partly-cloudy-day,10.8 km/h,69%,18.6°,Hà Nội
1999-01-07T07:00:00+07:00,partly-cloudy-day,10.8 km/h,60%,18.8°,Hà Nội
1999-01-08T07:00:00+07:00,clear-day,14.7 km/h,67%,17.4°,Hà Nội
1999-01-09T07:00:00+07:00,partly-cloudy-day,18.0 km/h,63%,18.8°,Hà Nội
1999-01-10T07:00:00+07:00,partly-cloudy-day,10.8 km/h,72%,18.0°,Hà Nội
1999-01-11T07:00:00+07:00,cloudy,25.2 km/h,84%,11.7°,Hà Nội
1999-01-12T07:00:00+07:00,cloudy,21.6 km/h,78%,12.6°,Hà Nội
1999-01-13T07:00:00+07:00,cloudy,13.8 km/h,73%,13.8°,Hà Nội
1999-01-14T07:00:00+07:00,cloudy,25.2 km/h,78%,14.2°,Hà Nội
1999-01-15T07:00:00+07:00,cloudy,25.2 km/h,63%,14.5°,Hà Nội
1999-01-16T07:00:00+07:00,cloudy,18.0 km/h,71%,13.4°,Hà Nội
1999-01-17T07:00:00+07:00,cloudy,21.6 km/h,71%,13.6°,Hà Nội
1999-01-18T07:00:00+07:00,partly-cloudy-day,10.8 km/h,73%,15.6°,Hà Nội
1999-01-19T07:00:00+07:00,cloudy,7.2 km/h,85%,17.0°,Hà Nội
1999-01-20T07:00:00+07:00,cloudy,14.4 km/h,84%,18.0°,Hà Nội
1999-01-21T07:00:00+07:00,cloudy,18.0 km/h,72%,18.6°,Hà Nội
1999-01-22T07:00:00+07:00,partly-cloudy-day,15.0 km/h,82%,19.4°,Hà Nội
1999-01-23T07:00:00+07:00,cloudy,13.8 km/h,95%,19.7°,Hà Nội
1999-01-24T07:00:00+07:00,partly-cloudy-day,21.3 km/h,86%,22.4°,Hà Nội
1999-01-25T07:00:00+07:00,partly-cloudy-day,18.0 km/h,81%,22.7°,Hà Nội
1999-01-26T07:00:00+07:00,cloudy,18.0 km/h,85%,20.8°,Hà Nội
1999-01-27T07:00:00+07:00,cloudy,14.4 km/h,91%,22.5°,Hà Nội
1999-01-28T07:00:00+07:00,partly-cloudy-day,21.6 km/h,87%,23.2°,Hà Nội
1999-01-29T07:00:00+07:00,cloudy,25.2 km/h,88%,22.0°,Hà Nội
1999-01-30T07:00:00+07:00,cloudy,25.2 km/h,90%,22.6°,Hà Nội
1999-01-31T07:00:00+07:00,partly-cloudy-day,28.8 km/h,85%,24.6°,Hà Nội
1999-02-01T07:00:00+07:00,partly-cloudy-day,18.0 km/h,89%,24.5°,Hà Nội
1999-02-02T07:00:00+07:00,cloudy,43.2 km/h,59%,22.6°,Hà Nội
1999-02-03T07:00:00+07:00,partly-cloudy-day,28.8 km/h,41%,20.3°,Hà Nội
1999-02-04T07:00:00+07:00,partly-cloudy-day,18.0 km/h,56%,18.2°,Hà Nội
1999-02-05T07:00:00+07:00,clear-day,18.0 km/h,59%,18.3°,Hà Nội
1999-02-06T07:00:00+07:00,partly-cloudy-day,7.2 km/h,77%,17.6°,Hà Nội
1999-02-07T07:00:00+07:00,partly-cloudy-day,13.5 km/h,78%,19.6°,Hà Nội
1999-02-08T07:00:00+07:00,partly-cloudy-day,14.4 km/h,69%,21.5°,Hà Nội
1999-02-09T07:00:00+07:00,clear-day,21.6 km/h,63%,21.6°,Hà Nội
1999-02-10T07:00:00+07:00,partly-cloudy-day,14.7 km/h,74%,21.3°,Hà Nội
1999-02-11T07:00:00+07:00,partly-cloudy-day,14.4 km/h,73%,24.0°,Hà Nội
1999-02-12T07:00:00+07:00,partly-cloudy-day,10.8 km/h,80%,22.0°,Hà Nội
1999-02-13T07:00:00+07:00,partly-cloudy-day,10.8 km/h,75%,21.5°,Hà Nội
1999-02-14T07:00:00+07:00,partly-cloudy-day,25.2 km/h,83%,20.3°,Hà Nội
1999-02-15T07:00:00+07:00,cloudy,14.4 km/h,89%,21.0°,Hà Nội
1999-02-16T07:00:00+07:00,partly-cloudy-day,14.4 km/h,85%,20.8°,Hà Nội
1999-02-17T07:00:00+07:00,partly-cloudy-day,32.4 km/h,82%,22.1°,Hà Nội
1999-02-18T07:00:00+07:00,cloudy,24.0 km/h,84%,22.3°,Hà Nội
1999-02-19T07:00:00+07:00,cloudy,25.2 km/h,77%,16.6°,Hà Nội
1999-02-20T07:00:00+07:00,cloudy,21.6 km/h,77%,14.0°,Hà Nội
1999-02-21T07:00:00+07:00,cloudy,18.3 km/h,74%,14.1°,Hà Nội
1999-02-22T07:00:00+07:00,cloudy,10.2 km/h,72%,16.3°,Hà Nội
1999-02-23T07:00:00+07:00,cloudy,21.6 km/h,80%,18.8°,Hà Nội
1999-02-24T07:00:00+07:00,cloudy,10.8 km/h,92%,19.8°,Hà Nội
1999-02-25T07:00:00+07:00,cloudy,17.4 km/h,89%,22.5°,Hà Nội
1999-02-26T07:00:00+07:00,cloudy,21.6 km/h,86%,24.3°,Hà Nội
1999-02-27T07:00:00+07:00,partly-cloudy-day,27.3 km/h,80%,23.8°,Hà Nội
1999-02-28T07:00:00+07:00,cloudy,18.0 km/h,72%,19.5°,Hà Nội
1999-03-01T07:00:00+07:00,cloudy,17.4 km/h,78%,19.4°,Hà Nội
1999-03-02T07:00:00+07:00,cloudy,14.4 km/h,80%,22.3°,Hà Nội
1999-03-03T07:00:00+07:00,cloudy,21.6 km/h,92%,21.7°,Hà Nội
1999-03-04T07:00:00+07:00,partly-cloudy-day,11.1 km/h,90%,22.4°,Hà Nội
1999-03-05T07:00:00+07:00,cloudy,21.6 km/h,86%,22.8°,Hà Nội
1999-03-06T07:00:00+07:00,partly-cloudy-day,21.6 km/h,86%,24.1°,Hà Nội
1999-03-07T07:00:00+07:00,partly-cloudy-day,24.0 km/h,83%,25.6°,Hà Nội
1999-03-08T07:00:00+07:00,partly-cloudy-day,25.2 km/h,86%,24.6°,Hà Nội
1999-03-09T07:00:00+07:00,cloudy,28.8 km/h,86%,25.8°,Hà Nội
1999-03-10T07:00:00+07:00,cloudy,28.8 km/h,75%,22.8°,Hà Nội
1999-03-11T07:00:00+07:00,cloudy,18.0 km/h,58%,19.3°,Hà Nội
1999-03-12T07:00:00+07:00,cloudy,14.4 km/h,72%,18.8°,Hà Nội
1999-03-13T07:00:00+07:00,cloudy,10.8 km/h,95%,18.5°,Hà Nội
1999-03-14T07:00:00+07:00,cloudy,21.6 km/h,85%,19.5°,Hà Nội
1999-03-15T07:00:00+07:00,partly-cloudy-day,10.8 km/h,67%,21.6°,Hà Nội
1999-03-16T07:00:00+07:00,partly-cloudy-day,25.2 km/h,78%,21.4°,Hà Nội
1999-03-17T07:00:00+07:00,cloudy,14.4 km/h,92%,22.2°,Hà Nội
1999-03-18T07:00:00+07:00,partly-cloudy-day,18.0 km/h,83%,26.1°,Hà Nội
1999-03-19T07:00:00+07:00,partly-cloudy-day,21.6 km/h,80%,25.7°,Hà Nội
1999-03-20T07:00:00+07:00,partly-cloudy-day,18.0 km/h,84%,25.4°,Hà Nội
1999-03-21T07:00:00+07:00,cloudy,28.8 km/h,69%,21.3°,Hà Nội
1999-03-22T07:00:00+07:00,cloudy,17.1 km/h,62%,18.2°,Hà Nội
1999-03-23T07:00:00+07:00,partly-cloudy-day,18.0 km/h,70%,19.1°,Hà Nội
1999-03-24T07:00:00+07:00,cloudy,18.0 km/h,91%,19.4°,Hà Nội
1999-03-25T07:00:00+07:00,cloudy,14.4 km/h,90%,23.3°,Hà Nội
1999-03-26T07:00:00+07:00,partly-cloudy-day,17.4 km/h,82%,26.4°,Hà Nội
1999-03-27T07:00:00+07:00,cloudy,18.0 km/h,83%,25.8°,Hà Nội
1999-03-28T07:00:00+07:00,cloudy,21.6 km/h,81%,21.8°,Hà Nội
1999-03-29T07:00:00+07:00,cloudy,30.6 km/h,73%,20.3°,Hà Nội
1999-03-30T07:00:00+07:00,cloudy,14.4 km/h,66%,20.5°,Hà Nội
1999-03-31T07:00:00+07:00,cloudy,14.4 km/h,86%,20.3°,Hà Nội
1999-04-01T07:00:00+07:00,cloudy,18.0 km/h,88%,23.3°,Hà Nội
1999-04-02T07:00:00+07:00,cloudy,10.8 km/h,89%,23.7°,Hà Nội
1999-04-03T07:00:00+07:00,cloudy,20.1 km/h,81%,23.4°,Hà Nội
1999-04-04T07:00:00+07:00,cloudy,25.2 km/h,89%,19.9°,Hà Nội
1999-04-05T07:00:00+07:00,cloudy,21.6 km/h,75%,21.8°,Hà Nội
1999-04-06T07:00:00+07:00,cloudy,11.1 km/h,72%,23.5°,Hà Nội
1999-04-07T07:00:00+07:00,cloudy,10.8 km/h,82%,22.7°,Hà Nội
1999-04-08T07:00:00+07:00,cloudy,10.8 km/h,91%,23.5°,Hà Nội
1999-04-09T07:00:00+07:00,cloudy,14.4 km/h,88%,24.5°,Hà Nội
1999-04-10T07:00:00+07:00,partly-cloudy-day,24.0 km/h,88%,26.0°,Hà Nội
1999-04-11T07:00:00+07:00,partly-cloudy-day,25.2 km/h,80%,28.6°,Hà Nội
1999-04-12T07:00:00+07:00,partly-cloudy-day,18.0 km/h,80%,28.1°,Hà Nội
1999-04-13T07:00:00+07:00,partly-cloudy-day,18.0 km/h,82%,28.0°,Hà Nội
1999-04-14T07:00:00+07:00,partly-cloudy-day,30.6 km/h,81%,27.9°,Hà Nội
1999-04-15T07:00:00+07:00,partly-cloudy-day,21.0 km/h,94%,26.0°,Hà Nội
1999-04-16T07:00:00+07:00,partly-cloudy-day,25.2 km/h,85%,28.7°,Hà Nội
1999-04-17T07:00:00+07:00,partly-cloudy-day,14.4 km/h,83%,29.2°,Hà Nội
1999-04-18T07:00:00+07:00,partly-cloudy-day,24.6 km/h,80%,28.3°,Hà Nội
1999-04-19T07:00:00+07:00,partly-cloudy-day,18.0 km/h,80%,27.3°,Hà Nội
1999-04-20T07:00:00+07:00,partly-cloudy-day,25.2 km/h,82%,28.0°,Hà Nội
