year,month,day,day_of_week,is_weekend,is_winter,is_spring,is_summer,is_fall,title_length,content_length,keywords_count,kw_không khí,kw_sương mù,kw_cháy,kw_nhà máy,kw_khói,kw_bụi,kw_ô nhiễm không khí,kw_đốt,kw_khí thải,kw_bụi mịn,kw_pm2.5,kw_đốt rơm rạ,kw_khí độc,kw_no2,kw_cháy rừng
2024,5,30,3,0,0,1,0,0,42,4103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,26,6,1,0,1,0,0,56,2766,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,25,5,1,0,1,0,0,55,2258,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,25,5,1,0,1,0,0,57,3417,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024,5,25,5,1,0,1,0,0,58,3512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,25,5,1,0,1,0,0,51,2078,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,25,5,1,0,1,0,0,43,6084,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024,5,25,5,1,0,1,0,0,59,1212,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,24,4,0,0,1,0,0,68,4583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,24,4,0,0,1,0,0,75,3317,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,24,4,0,0,1,0,0,42,5979,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2024,5,24,4,0,0,1,0,0,43,7165,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2024,5,21,1,0,0,1,0,0,64,2837,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,5,21,1,0,0,1,0,0,56,7506,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,5,20,0,0,0,1,0,0,20,6029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,19,6,1,0,1,0,0,63,1568,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024,5,17,4,0,0,1,0,0,64,5118,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024,5,17,4,0,0,1,0,0,61,1388,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,5,13,0,0,0,1,0,0,45,1222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,12,6,1,0,1,0,0,41,2413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,12,6,1,0,1,0,0,39,1775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,5,6,1,0,1,0,0,33,1826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,4,5,1,0,1,0,0,48,2434,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,5,3,4,0,0,1,0,0,61,2646,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,4,29,0,0,0,1,0,0,37,1139,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,26,4,0,0,1,0,0,45,2257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,25,3,0,0,1,0,0,56,3929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,24,2,0,0,1,0,0,51,3206,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,4,24,2,0,0,1,0,0,51,1818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,4,21,6,1,0,1,0,0,52,1725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,21,6,1,0,1,0,0,41,3704,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,20,5,1,0,1,0,0,33,2297,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,20,5,1,0,1,0,0,60,4282,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,4,19,4,0,0,1,0,0,41,2501,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025,5,5,0,0,0,1,0,0,41,2717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,4,6,1,0,1,0,0,37,1375,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025,5,1,3,0,0,1,0,0,47,1618,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,28,0,0,0,1,0,0,57,2557,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,21,0,0,0,1,0,0,25,1222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,21,0,0,0,1,0,0,53,2798,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,19,5,1,0,1,0,0,59,3777,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,18,4,0,0,1,0,0,47,2598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,16,2,0,0,1,0,0,60,4296,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025,4,15,1,0,0,1,0,0,72,1536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025,4,14,0,0,0,1,0,0,40,2329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,13,6,1,0,1,0,0,74,1926,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2025,4,12,5,1,0,1,0,0,50,2829,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,11,4,0,0,1,0,0,74,1312,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025,4,11,4,0,0,1,0,0,60,2460,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,10,3,0,0,1,0,0,61,2594,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,8,1,0,0,1,0,0,53,2273,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,7,0,0,0,1,0,0,55,2398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,6,6,1,0,1,0,0,37,2136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,5,5,1,0,1,0,0,42,3054,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,4,4,0,0,1,0,0,60,2631,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,3,3,0,0,1,0,0,31,2189,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,31,0,0,0,1,0,0,48,1974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,28,4,0,0,1,0,0,72,2226,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2025,3,27,3,0,0,1,0,0,71,5825,9,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0
2025,3,25,1,0,0,1,0,0,47,2202,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,25,1,0,0,1,0,0,26,2541,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,3,24,0,0,0,1,0,0,71,3249,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025,3,24,0,0,0,1,0,0,51,2538,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,22,5,1,0,1,0,0,50,2163,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,21,4,0,0,1,0,0,38,1657,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,20,3,0,0,1,0,0,42,2567,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,19,2,0,0,1,0,0,71,3536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,18,1,0,0,1,0,0,47,2195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,17,0,0,0,1,0,0,75,3131,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
2025,3,16,6,1,0,1,0,0,55,2776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,15,5,1,0,1,0,0,54,2472,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,14,4,0,0,1,0,0,52,2912,8,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
2025,3,14,4,0,0,1,0,0,68,2227,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
