location_id,location_name,datetimeLocal,latitude,longitude,co,no2,o3,pm10,pm2.5,so2,AQI
2161290,An Khanh,2025-04-06T08:00:00+07:00,21.0024,105.7181,615.9,20.9,18.17,54.3,49.2,0.12,135.0
2161290,An Khanh,2025-04-06T09:00:00+07:00,21.0024,105.7181,691.0,22.1,18.17,58.8,53.3,0.12,145.0
2161290,An Khanh,2025-04-06T10:00:00+07:00,21.0024,105.7181,811.3,28.9,18.17,63.1,57.2,0.12,152.0
2161290,An Khanh,2025-04-06T11:00:00+07:00,21.0024,105.7181,664.3,26.8,18.17,66.2,60.4,0.12,154.0
2161290,An Khanh,2025-04-06T12:00:00+07:00,21.0024,105.7181,654.7,24.1,18.17,89.5,87.4,0.12,167.0
2161290,An Khanh,2025-04-06T13:00:00+07:00,21.0024,105.7181,676.1,30.6,18.17,99.6,97.8,0.12,173.0
2161290,An Khanh,2025-04-06T14:00:00+07:00,21.0024,105.7181,709.6,32.2,18.17,97.3,90.0,0.12,169.0
2161290,An Khanh,2025-04-06T15:00:00+07:00,21.0024,105.7181,686.6,31.9,18.17,90.3,82.2,0.12,165.0
2161290,An Khanh,2025-04-06T16:00:00+07:00,21.0024,105.7181,698.9,28.7,18.17,58.9,53.4,0.12,145.0
2161290,An Khanh,2025-04-06T17:00:00+07:00,21.0024,105.7181,810.5,27.3,18.17,51.1,46.1,0.12,127.0
2161290,An Khanh,2025-04-06T18:00:00+07:00,21.0024,105.7181,643.5,24.5,18.17,41.2,37.0,0.12,105.0
2161290,An Khanh,2025-04-06T19:00:00+07:00,21.0024,105.7181,925.1,34.3,18.17,48.1,43.4,0.12,120.0
2161290,An Khanh,2025-04-06T20:00:00+07:00,21.0024,105.7181,665.1,33.6,18.17,43.0,38.7,0.12,109.0
2161290,An Khanh,2025-04-06T21:00:00+07:00,21.0024,105.7181,442.9,27.5,18.17,40.7,36.6,0.12,104.0
2161290,An Khanh,2025-04-06T22:00:00+07:00,21.0024,105.7181,528.8,32.4,18.17,51.4,46.5,0.12,128.0
2161290,An Khanh,2025-04-06T23:00:00+07:00,21.0024,105.7181,406.6,29.2,18.17,52.5,47.5,0.12,131.0
2161290,An Khanh,2025-04-07T00:00:00+07:00,21.0024,105.7181,293.5,31.5,18.17,35.6,32.0,0.12,93.0
2161290,An Khanh,2025-04-07T01:00:00+07:00,21.0024,105.7181,246.6,29.7,18.17,31.4,28.2,0.12,85.0
2161290,An Khanh,2025-04-07T02:00:00+07:00,21.0024,105.7181,224.5,19.2,18.17,29.3,26.2,0.12,81.0
2161290,An Khanh,2025-04-07T03:00:00+07:00,21.0024,105.7181,234.8,18.4,18.17,34.4,30.9,0.12,91.0
2161290,An Khanh,2025-04-07T04:00:00+07:00,21.0024,105.7181,198.4,20.2,18.17,45.0,40.6,0.12,114.0
2161290,An Khanh,2025-04-07T05:00:00+07:00,21.0024,105.7181,235.3,19.3,18.17,51.3,46.4,0.12,128.0
2161290,An Khanh,2025-04-07T06:00:00+07:00,21.0024,105.7181,276.7,16.4,18.17,50.9,46.0,0.12,127.0
2161290,An Khanh,2025-04-07T07:00:00+07:00,21.0024,105.7181,324.2,16.8,18.17,56.6,51.2,0.12,140.0
2161290,An Khanh,2025-04-07T08:00:00+07:00,21.0024,105.7181,401.6,17.4,18.17,58.8,53.2,0.12,145.0
2161290,An Khanh,2025-04-07T09:00:00+07:00,21.0024,105.7181,484.8,17.9,18.17,63.2,57.4,0.12,152.0
2161290,An Khanh,2025-04-07T10:00:00+07:00,21.0024,105.7181,583.8,20.8,18.17,61.0,55.3,0.12,150.0
2161290,An Khanh,2025-04-07T11:00:00+07:00,21.0024,105.7181,586.1,21.4,18.17,55.2,50.0,0.12,137.0
2161290,An Khanh,2025-04-07T12:00:00+07:00,21.0024,105.7181,551.5,22.9,18.17,63.9,58.0,0.12,152.0
2161290,An Khanh,2025-04-07T13:00:00+07:00,21.0024,105.7181,555.1,24.8,18.17,68.6,62.3,0.12,155.0
2161290,An Khanh,2025-04-07T14:00:00+07:00,21.0024,105.7181,567.7,27.7,18.17,66.3,60.2,0.12,153.0
2161290,An Khanh,2025-04-07T15:00:00+07:00,21.0024,105.7181,564.1,21.1,18.17,68.3,62.0,0.12,154.0
2161290,An Khanh,2025-04-07T16:00:00+07:00,21.0024,105.7181,586.8,26.6,18.17,67.5,61.3,0.12,154.0
2161290,An Khanh,2025-04-07T17:00:00+07:00,21.0024,105.7181,906.6,24.5,18.17,76.5,69.5,0.12,158.0
2161290,An Khanh,2025-04-07T18:00:00+07:00,21.0024,105.7181,1163.2,35.6,18.17,81.8,74.3,0.12,161.0
2161290,An Khanh,2025-04-07T19:00:00+07:00,21.0024,105.7181,621.1,28.9,18.17,77.7,70.6,0.12,159.0
2161290,An Khanh,2025-04-07T20:00:00+07:00,21.0024,105.7181,569.4,26.7,18.17,72.2,65.5,0.12,156.0
2161290,An Khanh,2025-04-07T21:00:00+07:00,21.0024,105.7181,524.2,23.2,18.17,67.2,61.1,0.12,154.0
2161290,An Khanh,2025-04-07T22:00:00+07:00,21.0024,105.7181,474.2,21.4,18.17,69.7,63.3,0.12,155.0
2161290,An Khanh,2025-04-07T23:00:00+07:00,21.0024,105.7181,435.3,20.6,18.17,56.4,51.1,0.12,139.0
2161290,An Khanh,2025-04-08T00:00:00+07:00,21.0024,105.7181,350.4,24.1,18.17,48.0,43.4,0.12,120.0
2161290,An Khanh,2025-04-08T01:00:00+07:00,21.0024,105.7181,346.2,27.3,18.17,53.7,48.6,0.12,133.0
2161290,An Khanh,2025-04-08T02:00:00+07:00,21.0024,105.7181,353.0,30.5,18.17,58.7,53.2,0.12,145.0
2161290,An Khanh,2025-04-08T03:00:00+07:00,21.0024,105.7181,375.8,40.3,18.17,66.6,60.4,0.12,154.0
2161290,An Khanh,2025-04-08T04:00:00+07:00,21.0024,105.7181,388.0,32.5,18.17,75.1,68.3,0.12,158.0
2161290,An Khanh,2025-04-08T05:00:00+07:00,21.0024,105.7181,407.2,26.3,18.17,76.1,69.1,0.12,158.0
2161290,An Khanh,2025-04-08T06:00:00+07:00,21.0024,105.7181,400.8,23.2,18.17,67.5,61.3,0.12,154.0
2161290,An Khanh,2025-04-08T07:00:00+07:00,21.0024,105.7181,483.8,29.5,18.17,76.7,69.7,0.12,158.0
2161290,An Khanh,2025-04-08T08:00:00+07:00,21.0024,105.7181,701.3,30.8,18.17,78.6,71.5,0.12,159.0
2161290,An Khanh,2025-04-08T09:00:00+07:00,21.0024,105.7181,802.1,32.1,18.17,74.5,67.7,0.12,157.0
2161290,An Khanh,2025-04-08T10:00:00+07:00,21.0024,105.7181,650.2,31.0,18.17,77.8,70.7,0.12,159.0
2161290,An Khanh,2025-04-08T11:00:00+07:00,21.0024,105.7181,723.0,24.2,18.17,93.4,86.3,0.12,167.0
2161290,An Khanh,2025-04-08T12:00:00+07:00,21.0024,105.7181,751.2,28.0,18.17,88.4,83.4,0.12,165.0
2161290,An Khanh,2025-04-08T13:00:00+07:00,21.0024,105.7181,674.9,27.4,18.17,76.4,73.8,0.12,160.0
2161290,An Khanh,2025-04-08T14:00:00+07:00,21.0024,105.7181,605.2,20.7,18.17,65.1,62.2,0.12,154.0
2161290,An Khanh,2025-04-08T15:00:00+07:00,21.0024,105.7181,797.8,31.7,18.17,70.9,67.9,0.12,157.0
2161290,An Khanh,2025-04-08T16:00:00+07:00,21.0024,105.7181,890.8,23.7,18.17,63.9,59.5,0.12,153.0
2161290,An Khanh,2025-04-08T17:00:00+07:00,21.0024,105.7181,850.6,24.6,18.17,57.2,51.8,0.12,141.0
2161290,An Khanh,2025-04-08T18:00:00+07:00,21.0024,105.7181,923.1,29.9,18.17,49.5,44.8,0.12,124.0
2161290,An Khanh,2025-04-08T19:00:00+07:00,21.0024,105.7181,818.3,27.3,18.17,51.9,46.9,0.12,129.0
2161290,An Khanh,2025-04-08T20:00:00+07:00,21.0024,105.7181,615.6,27.7,18.17,46.4,41.8,0.12,117.0
2161290,An Khanh,2025-04-08T21:00:00+07:00,21.0024,105.7181,512.1,27.3,18.17,46.0,41.5,0.12,116.0
2161290,An Khanh,2025-04-08T22:00:00+07:00,21.0024,105.7181,515.5,28.2,18.17,53.6,48.4,0.12,133.0
2161290,An Khanh,2025-04-08T23:00:00+07:00,21.0024,105.7181,421.5,24.7,18.17,52.9,47.8,0.12,131.0
2161290,An Khanh,2025-04-09T00:00:00+07:00,21.0024,105.7181,373.1,24.6,18.17,50.0,45.1,0.12,125.0
2161290,An Khanh,2025-04-09T01:00:00+07:00,21.0024,105.7181,351.3,28.3,18.17,48.9,44.2,0.12,122.0
2161290,An Khanh,2025-04-09T02:00:00+07:00,21.0024,105.7181,302.7,29.3,18.17,49.6,44.8,0.12,124.0
2161290,An Khanh,2025-04-09T03:00:00+07:00,21.0024,105.7181,311.5,24.5,18.17,61.2,55.5,0.12,151.0
2161290,An Khanh,2025-04-09T04:00:00+07:00,21.0024,105.7181,292.9,24.1,18.17,62.5,56.7,0.12,152.0
2161290,An Khanh,2025-04-09T05:00:00+07:00,21.0024,105.7181,271.8,27.6,18.17,52.5,47.5,0.12,131.0
2161290,An Khanh,2025-04-09T06:00:00+07:00,21.0024,105.7181,284.9,35.0,18.17,45.2,40.8,0.12,114.0
2161290,An Khanh,2025-04-09T07:00:00+07:00,21.0024,105.7181,362.6,39.9,18.17,39.4,35.4,0.12,100.0
2161290,An Khanh,2025-04-09T08:00:00+07:00,21.0024,105.7181,576.8,37.0,18.17,45.7,41.2,0.12,115.0
2161290,An Khanh,2025-04-09T09:00:00+07:00,21.0024,105.7181,614.5,29.4,18.17,38.2,34.4,0.12,98.0
2161290,An Khanh,2025-04-09T10:00:00+07:00,21.0024,105.7181,596.0,43.5,18.17,35.3,31.7,0.12,92.0
2161290,An Khanh,2025-04-09T11:00:00+07:00,21.0024,105.7181,518.0,34.7,18.17,44.3,39.9,0.12,112.0
2161290,An Khanh,2025-04-09T12:00:00+07:00,21.0024,105.7181,530.2,22.8,18.17,56.6,51.9,0.12,141.0
2161290,An Khanh,2025-04-09T13:00:00+07:00,21.0024,105.7181,557.1,22.6,18.17,54.4,50.5,0.12,138.0
2161290,An Khanh,2025-04-09T14:00:00+07:00,21.0024,105.7181,542.3,26.5,18.17,46.6,42.7,0.12,119.0
2161290,An Khanh,2025-04-09T15:00:00+07:00,21.0024,105.7181,522.5,26.2,18.17,40.3,37.0,0.12,105.0
2161290,An Khanh,2025-04-09T16:00:00+07:00,21.0024,105.7181,539.7,31.7,18.17,39.4,35.2,0.12,100.0
2161290,An Khanh,2025-04-09T17:00:00+07:00,21.0024,105.7181,627.8,30.6,18.17,42.8,39.4,0.12,111.0
2161290,An Khanh,2025-04-09T18:00:00+07:00,21.0024,105.7181,761.2,47.5,18.17,41.7,37.5,0.12,106.0
2161290,An Khanh,2025-04-09T19:00:00+07:00,21.0024,105.7181,865.2,44.6,18.17,43.1,38.9,0.12,109.0
2161290,An Khanh,2025-04-09T20:00:00+07:00,21.0024,105.7181,469.4,22.9,18.17,26.5,23.6,0.12,75.0
2161290,An Khanh,2025-04-09T21:00:00+07:00,21.0024,105.7181,345.8,22.0,18.17,26.7,23.8,0.12,76.0
2161290,An Khanh,2025-04-09T22:00:00+07:00,21.0024,105.7181,323.9,23.5,18.17,29.3,26.2,0.12,81.0
2161290,An Khanh,2025-04-09T23:00:00+07:00,21.0024,105.7181,348.2,24.6,18.17,31.1,27.8,0.12,84.0
2161290,An Khanh,2025-04-10T00:00:00+07:00,21.0024,105.7181,266.5,20.7,18.17,32.8,29.3,0.12,87.0
2161290,An Khanh,2025-04-10T01:00:00+07:00,21.0024,105.7181,256.5,19.9,18.17,38.5,34.6,0.12,98.0
2161290,An Khanh,2025-04-10T02:00:00+07:00,21.0024,105.7181,234.6,17.7,18.17,40.3,36.3,0.12,103.0
2161290,An Khanh,2025-04-10T03:00:00+07:00,21.0024,105.7181,233.0,16.2,18.17,37.2,33.5,0.12,96.0
2161290,An Khanh,2025-04-10T04:00:00+07:00,21.0024,105.7181,264.4,15.4,18.17,37.9,34.1,0.12,97.0
2161290,An Khanh,2025-04-10T05:00:00+07:00,21.0024,105.7181,262.4,15.7,18.17,40.7,36.7,0.12,104.0
2161290,An Khanh,2025-04-10T06:00:00+07:00,21.0024,105.7181,287.4,15.7,18.17,42.5,38.2,0.12,108.0
2161290,An Khanh,2025-04-10T07:00:00+07:00,21.0024,105.7181,437.9,20.8,18.17,46.2,41.7,0.12,116.0
2161290,An Khanh,2025-04-10T08:00:00+07:00,21.0024,105.7181,728.9,27.6,18.17,55.6,50.4,0.12,138.0
2161290,An Khanh,2025-04-10T09:00:00+07:00,21.0024,105.7181,937.3,27.9,18.17,60.9,55.1,0.12,149.0
2161290,An Khanh,2025-04-10T10:00:00+07:00,21.0024,105.7181,837.1,31.8,18.17,54.9,49.7,0.12,136.0
2161290,An Khanh,2025-04-10T11:00:00+07:00,21.0024,105.7181,654.4,28.2,18.17,46.4,41.9,0.12,117.0
2161290,An Khanh,2025-04-10T12:00:00+07:00,21.0024,105.7181,681.2,32.6,18.17,47.3,42.8,0.12,119.0
2161290,An Khanh,2025-04-10T13:00:00+07:00,21.0024,105.7181,619.9,31.7,18.17,50.9,46.1,0.12,127.0
2161290,An Khanh,2025-04-10T14:00:00+07:00,21.0024,105.7181,668.4,32.7,18.17,51.3,46.5,0.12,128.0
2161290,An Khanh,2025-04-10T15:00:00+07:00,21.0024,105.7181,614.6,21.3,18.17,60.9,58.6,0.12,153.0
2161290,An Khanh,2025-04-10T16:00:00+07:00,21.0024,105.7181,651.5,24.5,18.17,48.8,44.9,0.12,124.0
2161290,An Khanh,2025-04-10T17:00:00+07:00,21.0024,105.7181,581.1,24.2,18.17,39.2,35.3,0.12,100.0
2161290,An Khanh,2025-04-10T18:00:00+07:00,21.0024,105.7181,659.8,27.5,18.17,38.1,34.3,0.12,98.0
2161290,An Khanh,2025-04-10T19:00:00+07:00,21.0024,105.7181,578.3,25.2,18.17,27.9,24.8,0.12,78.0
2161290,An Khanh,2025-04-10T20:00:00+07:00,21.0024,105.7181,479.8,26.5,18.17,42.6,38.4,0.12,108.0
2161290,An Khanh,2025-04-10T21:00:00+07:00,21.0024,105.7181,417.9,22.8,18.17,43.4,39.2,0.12,110.0
2161290,An Khanh,2025-04-10T22:00:00+07:00,21.0024,105.7181,357.8,21.2,18.17,40.2,36.2,0.12,103.0
2161290,An Khanh,2025-04-10T23:00:00+07:00,21.0024,105.7181,388.2,20.6,18.17,43.5,39.2,0.12,110.0
2161290,An Khanh,2025-04-11T00:00:00+07:00,21.0024,105.7181,334.2,19.7,18.17,47.3,42.7,0.12,119.0
2161290,An Khanh,2025-04-11T01:00:00+07:00,21.0024,105.7181,271.1,18.1,18.17,46.1,41.7,0.12,116.0
2161290,An Khanh,2025-04-11T02:00:00+07:00,21.0024,105.7181,337.3,17.3,18.17,41.2,37.1,0.12,105.0
2161290,An Khanh,2025-04-11T03:00:00+07:00,21.0024,105.7181,463.9,14.8,18.17,36.9,33.1,0.12,95.0
2161290,An Khanh,2025-04-11T04:00:00+07:00,21.0024,105.7181,368.1,13.9,18.17,39.0,35.1,0.12,99.0
2161290,An Khanh,2025-04-11T05:00:00+07:00,21.0024,105.7181,356.0,14.1,18.17,44.0,39.7,0.12,111.0
2161290,An Khanh,2025-04-11T06:00:00+07:00,21.0024,105.7181,366.8,15.7,18.17,50.4,45.6,0.12,126.0
2161290,An Khanh,2025-04-11T07:00:00+07:00,21.0024,105.7181,520.0,24.2,18.17,54.0,48.8,0.12,134.0
2161290,An Khanh,2025-04-11T08:00:00+07:00,21.0024,105.7181,720.3,24.5,18.17,49.0,44.3,0.12,123.0
2161290,An Khanh,2025-04-11T09:00:00+07:00,21.0024,105.7181,777.5,26.6,18.17,48.0,43.4,0.12,120.0
2161290,An Khanh,2025-04-11T10:00:00+07:00,21.0024,105.7181,698.7,26.7,18.17,46.2,41.8,0.12,117.0
2161290,An Khanh,2025-04-11T11:00:00+07:00,21.0024,105.7181,651.3,30.7,18.17,42.3,38.1,0.12,107.0
2161290,An Khanh,2025-04-11T12:00:00+07:00,21.0024,105.7181,542.1,29.3,18.17,39.1,35.2,0.12,100.0
2161290,An Khanh,2025-04-11T13:00:00+07:00,21.0024,105.7181,546.4,22.5,18.17,42.6,42.2,0.12,117.0
2161290,An Khanh,2025-04-11T14:00:00+07:00,21.0024,105.7181,750.1,18.7,18.17,50.8,51.5,0.12,140.0
2161290,An Khanh,2025-04-11T15:00:00+07:00,21.0024,105.7181,749.8,21.1,18.17,51.9,52.2,0.12,142.0
2161290,An Khanh,2025-04-11T16:00:00+07:00,21.0024,105.7181,737.2,25.5,18.17,54.7,52.8,0.12,144.0
2161290,An Khanh,2025-04-11T17:00:00+07:00,21.0024,105.7181,822.8,30.5,18.17,44.6,40.2,0.12,113.0
2161290,An Khanh,2025-04-11T18:00:00+07:00,21.0024,105.7181,1241.4,41.4,18.17,55.5,50.2,0.12,137.0
2161290,An Khanh,2025-04-11T19:00:00+07:00,21.0024,105.7181,2007.7,48.3,18.17,105.0,95.7,0.12,172.0
2161290,An Khanh,2025-04-11T20:00:00+07:00,21.0024,105.7181,1804.2,51.9,18.17,70.6,64.1,0.12,155.0
2161290,An Khanh,2025-04-11T21:00:00+07:00,21.0024,105.7181,1341.7,43.7,18.17,83.5,76.0,0.12,162.0
2161290,An Khanh,2025-04-11T22:00:00+07:00,21.0024,105.7181,981.9,33.5,18.17,75.4,68.5,0.12,158.0
2161290,An Khanh,2025-04-11T23:00:00+07:00,21.0024,105.7181,581.7,23.3,18.17,59.1,53.6,0.12,146.0
2161290,An Khanh,2025-04-12T00:00:00+07:00,21.0024,105.7181,449.5,23.8,18.17,63.2,57.3,0.12,152.0
2161290,An Khanh,2025-04-12T01:00:00+07:00,21.0024,105.7181,478.0,29.0,18.17,73.8,67.0,0.12,157.0
2161290,An Khanh,2025-04-12T02:00:00+07:00,21.0024,105.7181,695.3,30.8,18.17,71.5,65.0,0.12,156.0
2161290,An Khanh,2025-04-12T03:00:00+07:00,21.0024,105.7181,649.2,32.8,18.17,69.1,62.7,0.12,155.0
2161290,An Khanh,2025-04-12T04:00:00+07:00,21.0024,105.7181,704.8,26.7,18.17,61.3,55.6,0.12,151.0
2161290,An Khanh,2025-04-12T05:00:00+07:00,21.0024,105.7181,684.9,19.8,18.17,48.0,43.3,0.12,120.0
2161290,An Khanh,2025-04-12T06:00:00+07:00,21.0024,105.7181,618.5,26.5,18.17,53.7,48.5,0.12,133.0
2161290,An Khanh,2025-04-12T07:00:00+07:00,21.0024,105.7181,705.5,35.0,18.17,70.5,64.0,0.12,155.0
2161290,An Khanh,2025-04-12T08:00:00+07:00,21.0024,105.7181,1213.0,40.9,18.17,69.9,63.5,0.12,155.0
2161290,An Khanh,2025-04-12T09:00:00+07:00,21.0024,105.7181,1120.7,42.9,18.17,64.1,58.1,0.12,152.0
2161290,An Khanh,2025-04-12T10:00:00+07:00,21.0024,105.7181,1198.6,44.3,18.17,78.9,71.7,0.12,159.0
2161290,An Khanh,2025-04-12T11:00:00+07:00,21.0024,105.7181,879.9,39.7,18.17,85.2,77.5,0.12,162.0
2161290,An Khanh,2025-04-12T12:00:00+07:00,21.0024,105.7181,780.0,32.2,18.17,90.5,80.8,0.12,164.0
2161290,An Khanh,2025-04-12T13:00:00+07:00,21.0024,105.7181,714.8,22.3,18.17,89.6,80.8,0.12,164.0
2161290,An Khanh,2025-04-12T14:00:00+07:00,21.0024,105.7181,854.6,20.6,18.17,105.3,96.9,0.12,172.0
2161290,An Khanh,2025-04-12T15:00:00+07:00,21.0024,105.7181,922.7,19.4,18.17,118.5,106.8,0.12,177.0
2161290,An Khanh,2025-04-12T16:00:00+07:00,21.0024,105.7181,1029.5,33.4,18.17,100.6,93.5,0.12,171.0
2161290,An Khanh,2025-04-12T17:00:00+07:00,21.0024,105.7181,1136.2,27.0,18.17,102.5,94.1,0.12,171.0
2161290,An Khanh,2025-04-12T18:00:00+07:00,21.0024,105.7181,1478.1,38.3,18.17,86.8,79.0,0.12,163.0
2161290,An Khanh,2025-04-12T19:00:00+07:00,21.0024,105.7181,867.3,21.7,18.17,40.9,34.5,0.12,98.0
2161290,An Khanh,2025-04-12T20:00:00+07:00,21.0024,105.7181,490.9,22.9,18.17,16.8,13.4,0.12,54.0
2161290,An Khanh,2025-04-12T21:00:00+07:00,21.0024,105.7181,453.1,29.9,18.17,17.9,15.7,0.12,59.0
2161290,An Khanh,2025-04-12T22:00:00+07:00,21.0024,105.7181,337.2,25.0,18.17,11.2,9.5,0.12,40.0
2161290,An Khanh,2025-04-12T23:00:00+07:00,21.0024,105.7181,268.8,22.8,18.17,17.9,15.7,0.12,59.0
2161290,An Khanh,2025-04-13T00:00:00+07:00,21.0024,105.7181,162.9,21.6,18.17,13.3,11.5,0.12,48.0
2161290,An Khanh,2025-04-13T01:00:00+07:00,21.0024,105.7181,135.1,19.8,18.17,14.4,12.5,0.12,52.0
2161290,An Khanh,2025-04-13T02:00:00+07:00,21.0024,105.7181,120.6,17.8,18.17,11.8,10.1,0.12,42.0
2161290,An Khanh,2025-04-13T03:00:00+07:00,21.0024,105.7181,128.1,16.4,18.17,11.4,9.8,0.12,41.0
2161290,An Khanh,2025-04-13T04:00:00+07:00,21.0024,105.7181,132.4,18.8,18.17,12.6,10.8,0.12,45.0
2161290,An Khanh,2025-04-13T05:00:00+07:00,21.0024,105.7181,131.1,23.9,18.17,15.1,13.1,0.12,53.0
2161290,An Khanh,2025-04-13T06:00:00+07:00,21.0024,105.7181,146.9,21.1,18.17,12.4,10.6,0.12,44.0
2161290,An Khanh,2025-04-13T07:00:00+07:00,21.0024,105.7181,146.7,20.5,18.17,13.5,11.7,0.12,49.0
2161290,An Khanh,2025-04-13T08:00:00+07:00,21.0024,105.7181,247.9,19.1,18.17,16.4,14.3,0.12,56.0
2161290,An Khanh,2025-04-13T09:00:00+07:00,21.0024,105.7181,310.0,19.4,18.17,29.2,21.4,0.12,71.0
2161290,An Khanh,2025-04-13T10:00:00+07:00,21.0024,105.7181,289.4,19.6,18.17,36.9,23.6,0.12,75.0
2161290,An Khanh,2025-04-13T11:00:00+07:00,21.0024,105.7181,247.9,15.9,18.17,41.4,25.2,0.12,79.0
2161290,An Khanh,2025-04-13T12:00:00+07:00,21.0024,105.7181,225.4,16.9,18.17,48.4,28.2,0.12,85.0
2161290,An Khanh,2025-04-13T13:00:00+07:00,21.0024,105.7181,187.0,16.3,18.17,63.3,35.2,0.12,100.0
2161290,An Khanh,2025-04-13T14:00:00+07:00,21.0024,105.7181,157.3,18.4,18.17,76.8,41.1,0.12,115.0
2161290,An Khanh,2025-04-13T15:00:00+07:00,21.0024,105.7181,183.9,18.7,18.17,75.4,41.3,0.12,115.0
2161290,An Khanh,2025-04-13T16:00:00+07:00,21.0024,105.7181,183.0,19.9,18.17,80.9,44.3,0.12,123.0
2161290,An Khanh,2025-04-13T17:00:00+07:00,21.0024,105.7181,217.8,21.9,18.17,83.9,45.4,0.12,125.0
2161290,An Khanh,2025-04-13T18:00:00+07:00,21.0024,105.7181,282.0,24.7,18.17,87.2,48.7,0.12,134.0
2161290,An Khanh,2025-04-13T19:00:00+07:00,21.0024,105.7181,466.9,31.4,18.17,92.1,56.5,0.12,152.0
2161290,An Khanh,2025-04-13T20:00:00+07:00,21.0024,105.7181,520.5,36.5,18.17,90.0,55.6,0.12,151.0
2161290,An Khanh,2025-04-13T21:00:00+07:00,21.0024,105.7181,561.9,36.5,18.17,100.5,67.5,0.12,157.0
2161290,An Khanh,2025-04-13T22:00:00+07:00,21.0024,105.7181,544.7,35.0,18.17,90.7,58.7,0.12,153.0
2161290,An Khanh,2025-04-13T23:00:00+07:00,21.0024,105.7181,502.6,35.3,18.17,70.4,44.5,0.12,123.0
2161290,An Khanh,2025-04-14T00:00:00+07:00,21.0024,105.7181,468.6,32.3,18.17,75.5,49.8,0.12,136.0
2161290,An Khanh,2025-04-14T01:00:00+07:00,21.0024,105.7181,444.5,25.6,18.17,79.0,51.8,0.12,141.0
2161290,An Khanh,2025-04-14T02:00:00+07:00,21.0024,105.7181,493.1,25.1,18.17,95.8,62.0,0.12,154.0
2161290,An Khanh,2025-04-14T03:00:00+07:00,21.0024,105.7181,464.7,27.6,18.17,102.2,68.7,0.12,158.0
2161290,An Khanh,2025-04-14T04:00:00+07:00,21.0024,105.7181,459.4,32.6,18.17,104.6,70.9,0.12,159.0
2161290,An Khanh,2025-04-14T05:00:00+07:00,21.0024,105.7181,419.5,30.8,18.17,75.5,46.7,0.12,129.0
2161290,An Khanh,2025-04-14T06:00:00+07:00,21.0024,105.7181,554.2,31.4,18.17,79.2,52.5,0.12,143.0
2161290,An Khanh,2025-04-14T07:00:00+07:00,21.0024,105.7181,563.3,26.9,18.17,71.2,49.5,0.12,135.0
2161290,An Khanh,2025-04-14T08:00:00+07:00,21.0024,105.7181,655.2,29.0,18.17,67.9,47.0,0.12,129.0
2161290,An Khanh,2025-04-14T09:00:00+07:00,21.0024,105.7181,482.3,28.9,18.17,60.2,39.3,0.12,110.0
2161290,An Khanh,2025-04-14T10:00:00+07:00,21.0024,105.7181,386.2,21.9,18.17,51.6,32.6,0.12,94.0
2161290,An Khanh,2025-04-14T11:00:00+07:00,21.0024,105.7181,334.5,18.8,18.17,50.5,31.8,0.12,92.0
2161290,An Khanh,2025-04-14T12:00:00+07:00,21.0024,105.7181,298.9,21.2,18.17,58.0,34.5,0.12,98.0
2161290,An Khanh,2025-04-14T13:00:00+07:00,21.0024,105.7181,237.0,19.9,18.17,55.2,31.5,0.12,92.0
2161290,An Khanh,2025-04-14T14:00:00+07:00,21.0024,105.7181,250.5,23.1,18.17,51.2,29.2,0.12,87.0
2161290,An Khanh,2025-04-14T15:00:00+07:00,21.0024,105.7181,236.8,22.6,18.17,52.7,30.2,0.12,89.0
2161290,An Khanh,2025-04-14T16:00:00+07:00,21.0024,105.7181,264.2,26.0,18.17,58.3,35.2,0.12,100.0
2161290,An Khanh,2025-04-14T17:00:00+07:00,21.0024,105.7181,316.6,29.2,18.17,57.0,33.6,0.12,96.0
2161290,An Khanh,2025-04-14T18:00:00+07:00,21.0024,105.7181,481.1,27.2,18.17,61.3,35.5,0.12,101.0
2161290,An Khanh,2025-04-14T19:00:00+07:00,21.0024,105.7181,763.0,31.7,18.17,74.4,46.3,0.12,128.0
2161290,An Khanh,2025-04-14T20:00:00+07:00,21.0024,105.7181,1171.9,38.2,18.17,98.6,65.7,0.12,156.0
2161290,An Khanh,2025-04-14T21:00:00+07:00,21.0024,105.7181,1487.3,39.7,18.17,165.0,128.7,0.12,189.0
2161290,An Khanh,2025-04-14T22:00:00+07:00,21.0024,105.7181,1460.7,34.4,18.17,128.0,95.4,0.12,172.0
2161290,An Khanh,2025-04-14T23:00:00+07:00,21.0024,105.7181,1465.0,37.4,18.17,140.1,102.9,0.12,175.0
2161290,An Khanh,2025-04-15T00:00:00+07:00,21.0024,105.7181,1269.4,39.1,18.17,152.8,113.9,0.12,181.0
2161290,An Khanh,2025-04-15T01:00:00+07:00,21.0024,105.7181,975.3,35.1,18.17,66.9,60.8,0.12,154.0
2161290,An Khanh,2025-04-15T02:00:00+07:00,21.0024,105.7181,835.1,28.4,18.17,59.7,54.0,0.12,147.0
2161290,An Khanh,2025-04-15T03:00:00+07:00,21.0024,105.7181,863.4,38.6,18.17,68.5,62.1,0.12,154.0
2161290,An Khanh,2025-04-15T04:00:00+07:00,21.0024,105.7181,888.3,44.2,18.17,66.0,59.9,0.12,153.0
2161290,An Khanh,2025-04-15T05:00:00+07:00,21.0024,105.7181,834.7,41.4,18.17,63.8,57.9,0.12,152.0
